index,d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,d__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales,d__Bacteria;p__Firmicutes;c__Bacilli;__,d__Bacteria;p__Firmicutes;c__Bacilli;o__Entomoplasmatales,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales,d__Bacteria;p__Firmicutes;c__Clostridia;__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_UCG_014,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_vadinBB60_group,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales,d__Bacteria;p__Firmicutes;c__Clostridia;o__Monoglobales,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales,d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptococcales,d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales_Tissierellales,d__Bacteria;p__Firmicutes;c__Incertae_Sedis;o__DTU014,d__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales,d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales_Selenomonadales,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales,d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales,d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales,Group,sampleid_description
AD60,2586.0,0.0,17855.0,9.0,0.0,1045.0,176.0,0.0,75.0,0.0,0.0,1877.0,80.0,0.0,0.0,0.0,1679.0,3.0,0.0,0.0,0.0,134.0,780.0,0.0,2582.0,18.0,1160.0,0.0,15.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,797.0,15.0,0.0,0.0,5.0,8.0,0.0,767.0,AD,AD60
AD61,0.0,0.0,60.0,0.0,0.0,909.0,102.0,0.0,0.0,0.0,0.0,368.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,76.0,0.0,10137.0,0.0,353.0,0.0,6.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12180.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,AD,AD61
AD62,0.0,0.0,13372.0,0.0,0.0,261.0,45.0,0.0,3.0,0.0,0.0,213.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,29.0,1250.0,2.0,1297.0,5.0,763.0,0.0,38.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1431.0,0.0,0.0,0.0,0.0,0.0,0.0,3948.0,AD,AD62
AD63,0.0,0.0,379.0,0.0,0.0,387.0,185.0,0.0,6.0,0.0,0.0,417.0,979.0,0.0,0.0,0.0,59.0,0.0,12.0,0.0,0.0,0.0,5168.0,178.0,8709.0,0.0,20.0,0.0,27.0,193.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,AD,AD63
AD64,0.0,0.0,9.0,0.0,0.0,64.0,518.0,0.0,98.0,0.0,0.0,10.0,16.0,10.0,0.0,0.0,144.0,0.0,28.0,0.0,249.0,0.0,3606.0,26.0,12620.0,0.0,73.0,0.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AD,AD64
AD65,0.0,0.0,4.0,0.0,0.0,79.0,2475.0,0.0,210.0,0.0,0.0,6.0,248.0,0.0,0.0,7.0,4429.0,0.0,102.0,21.0,5.0,0.0,1555.0,0.0,3344.0,0.0,41.0,15.0,261.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6179.0,0.0,0.0,0.0,0.0,0.0,74.0,1123.0,AD,AD65
AD66,0.0,16.0,1572.0,0.0,0.0,338.0,5131.0,0.0,490.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,159.0,0.0,990.0,17.0,1250.0,0.0,149.0,0.0,0.0,1303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,115.0,0.0,7546.0,AD,AD66
AD67,0.0,0.0,127.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,73.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,100.0,0.0,328.0,0.0,78.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12781.0,2.0,0.0,0.0,0.0,0.0,0.0,8770.0,AD,AD67
AD68,0.0,0.0,210.0,0.0,0.0,12.0,59.0,0.0,0.0,57.0,0.0,0.0,13982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,25.0,0.0,4.0,0.0,0.0,616.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,14.0,2.0,78.0,0.0,0.0,0.0,0.0,3.0,AD,AD68
AD69,0.0,0.0,1038.0,0.0,0.0,496.0,3870.0,0.0,4.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,5495.0,0.0,8776.0,0.0,105.0,0.0,32.0,13.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,427.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,AD,AD69
AD70,0.0,0.0,9110.0,0.0,0.0,1407.0,188.0,0.0,0.0,0.0,0.0,485.0,70.0,0.0,0.0,10.0,403.0,0.0,0.0,0.0,0.0,7.0,811.0,54.0,1276.0,38.0,256.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,2520.0,AD,AD70
AD71,0.0,9.0,6.0,0.0,0.0,20.0,3.0,0.0,0.0,0.0,0.0,2.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1008.0,0.0,76.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5580.0,0.0,0.0,0.0,0.0,0.0,0.0,15664.0,AD,AD71
AD74,0.0,10.0,14709.0,0.0,0.0,254.0,3740.0,0.0,156.0,0.0,0.0,12.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742.0,0.0,652.0,0.0,42.0,0.0,435.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,504.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,AD,AD74
AD75,122.0,17.0,6885.0,0.0,3.0,689.0,9629.0,0.0,30.0,0.0,0.0,53.0,2083.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,65.0,647.0,3.0,1558.0,0.0,132.0,0.0,389.0,308.0,128.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,785.0,4.0,0.0,0.0,4.0,0.0,0.0,7.0,AD,AD75
AD76,0.0,11.0,158.0,16.0,0.0,5820.0,355.0,0.0,339.0,0.0,0.0,273.0,213.0,0.0,3.0,0.0,250.0,0.0,0.0,0.0,195.0,751.0,2322.0,13.0,12483.0,0.0,123.0,0.0,15.0,2139.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,1367.0,14.0,0.0,0.0,6.0,0.0,0.0,0.0,AD,AD76
AD77,0.0,0.0,1908.0,6.0,0.0,131.0,11106.0,0.0,116.0,0.0,0.0,26.0,21.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,12.0,3309.0,0.0,1211.0,0.0,17.0,0.0,108.0,2428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,AD,AD77
AD78,10513.0,641.0,671.0,8.0,0.0,1061.0,1081.0,0.0,136.0,0.0,0.0,311.0,988.0,0.0,0.0,0.0,6245.0,0.0,0.0,0.0,40.0,44.0,2042.0,36.0,7850.0,0.0,246.0,0.0,104.0,88.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,3388.0,24.0,0.0,0.0,6.0,0.0,0.0,32.0,AD,AD78
AD79,0.0,0.0,2332.0,0.0,422.0,1337.0,46.0,0.0,142.0,0.0,0.0,53.0,1872.0,0.0,31.0,0.0,5.0,0.0,0.0,0.0,5.0,8.0,679.0,52.0,1689.0,0.0,23.0,0.0,0.0,139.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,12267.0,0.0,68.0,0.0,0.0,35.0,0.0,14124.0,AD,AD79
AD80,203.0,13.0,36.0,8.0,0.0,198.0,582.0,0.0,97.0,0.0,0.0,141.0,92.0,0.0,0.0,11.0,1123.0,0.0,0.0,6.0,74.0,102.0,129.0,0.0,936.0,0.0,9.0,0.0,222.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,2.0,6.0,22620.0,9.0,0.0,0.0,0.0,88.0,0.0,993.0,AD,AD80
AD83,348.0,0.0,113.0,0.0,0.0,4527.0,94.0,0.0,33.0,0.0,0.0,311.0,7.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,34.0,17.0,3093.0,0.0,14425.0,0.0,87.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1595.0,4.0,0.0,0.0,0.0,7.0,0.0,691.0,AD,AD83
AD84,0.0,0.0,1677.0,13.0,0.0,197.0,202.0,0.0,119.0,0.0,0.0,108.0,487.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,3.0,9402.0,0.0,10389.0,0.0,506.0,0.0,9.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,676.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,AD,AD84
AD85,0.0,19.0,384.0,14.0,0.0,115.0,3468.0,0.0,174.0,0.0,0.0,230.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.0,0.0,10493.0,469.0,4472.0,0.0,287.0,0.0,450.0,3.0,0.0,39.0,0.0,10.0,0.0,0.0,0.0,0.0,1417.0,6.0,0.0,0.0,5.0,0.0,0.0,10.0,AD,AD85
AD86,0.0,0.0,4886.0,0.0,0.0,3857.0,10.0,0.0,10.0,0.0,0.0,118.0,22.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,57.0,2101.0,24.0,4015.0,0.0,57.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7253.0,2.0,0.0,0.0,0.0,0.0,0.0,371.0,AD,AD86
AD88,0.0,0.0,297.0,0.0,0.0,208.0,766.0,0.0,290.0,0.0,0.0,341.0,290.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,36.0,0.0,3197.0,0.0,2143.0,0.0,23.0,0.0,2051.0,253.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,17.0,11679.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,AD,AD88
AD89,0.0,0.0,1658.0,3.0,0.0,1670.0,2713.0,0.0,68.0,0.0,0.0,35.0,92.0,0.0,0.0,0.0,93.0,7.0,0.0,0.0,42.0,4.0,6998.0,0.0,10550.0,0.0,40.0,0.0,82.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2642.0,19.0,0.0,0.0,5.0,0.0,0.0,7.0,AD,AD89
AD90,0.0,0.0,17244.0,0.0,0.0,740.0,422.0,0.0,3.0,0.0,0.0,1042.0,32.0,0.0,0.0,16.0,2602.0,0.0,0.0,0.0,8.0,127.0,2128.0,34.0,3842.0,0.0,1068.0,0.0,161.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,72.0,0.0,239.0,AD,AD90
AD91,0.0,165.0,32.0,0.0,2.0,342.0,2943.0,0.0,3.0,10.0,0.0,6916.0,182.0,0.0,0.0,0.0,415.0,0.0,0.0,0.0,198.0,159.0,1727.0,904.0,1568.0,0.0,311.0,0.0,650.0,14.0,0.0,162.0,5.0,19.0,0.0,0.0,0.0,6.0,8709.0,28.0,0.0,0.0,9.0,9.0,0.0,3.0,AD,AD91
AD92,0.0,0.0,0.0,0.0,0.0,72.0,24.0,0.0,0.0,22.0,0.0,24.0,105.0,0.0,6.0,0.0,87.0,0.0,0.0,0.0,0.0,3.0,60.0,0.0,37.0,0.0,204.0,0.0,3.0,287.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4309.0,0.0,0.0,0.0,0.0,0.0,0.0,22956.0,AD,AD92
AD93,0.0,0.0,116.0,18.0,0.0,439.0,77.0,0.0,340.0,98.0,0.0,46.0,477.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,412.0,24.0,1123.0,0.0,546.0,0.0,1794.0,0.0,0.0,113.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,15.0,6101.0,7.0,0.0,0.0,3.0,0.0,0.0,19339.0,AD,AD93
AD94,0.0,7.0,21.0,0.0,0.0,124.0,5862.0,0.0,6.0,0.0,0.0,6.0,1655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,1061.0,0.0,1068.0,0.0,50.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13479.0,2.0,0.0,0.0,0.0,0.0,0.0,282.0,AD,AD94
AD96,0.0,30.0,103.0,0.0,3.0,162.0,0.0,0.0,0.0,0.0,0.0,2207.0,8684.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,929.0,0.0,158.0,0.0,2645.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,8260.0,10.0,0.0,0.0,2.0,0.0,0.0,488.0,AD,AD96
AD97,0.0,21.0,4515.0,0.0,0.0,26.0,6522.0,0.0,0.0,117.0,0.0,19.0,5727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,487.0,0.0,71.0,0.0,0.0,290.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,5818.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,AD,AD97
AD98,0.0,0.0,22.0,0.0,0.0,21.0,4573.0,0.0,0.0,119.0,0.0,5.0,1310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,626.0,0.0,608.0,0.0,5.0,0.0,148.0,195.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,779.0,4.0,0.0,0.0,4.0,3.0,0.0,24160.0,AD,AD98
AD99,0.0,0.0,21295.0,0.0,0.0,2104.0,229.0,0.0,17.0,0.0,0.0,0.0,816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,10.0,0.0,0.0,0.0,0.0,53.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AD,AD99
C01,0.0,25.0,59.0,0.0,0.0,407.0,389.0,0.0,0.0,0.0,0.0,227.0,1665.0,6.0,0.0,0.0,512.0,0.0,129.0,0.0,0.0,0.0,5545.0,17.0,9441.0,3.0,100.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507.0,4.0,2.0,0.0,0.0,0.0,0.0,162.0,C,C01
C02,4.0,0.0,126.0,0.0,0.0,41.0,27.0,0.0,0.0,0.0,0.0,29.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,865.0,108.0,8013.0,0.0,208.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C02
C03,0.0,0.0,6.0,0.0,0.0,318.0,1363.0,0.0,14.0,0.0,0.0,56.0,72.0,0.0,0.0,0.0,803.0,0.0,809.0,0.0,60.0,0.0,6439.0,138.0,14204.0,20.0,64.0,0.0,36.0,44.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,34.0,296.0,5.0,0.0,0.0,3.0,0.0,0.0,184.0,C,C03
C05,0.0,0.0,98.0,0.0,0.0,35.0,2791.0,0.0,30.0,0.0,0.0,62.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,1639.0,51.0,8632.0,0.0,40.0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5982.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,C,C05
C07,0.0,0.0,9.0,0.0,0.0,267.0,1144.0,0.0,7.0,0.0,0.0,61.0,9.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,3332.0,122.0,16541.0,0.0,59.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,7.0,0.0,0.0,0.0,0.0,58.0,C,C07
C08,0.0,0.0,10.0,0.0,0.0,90.0,528.0,0.0,50.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,95.0,0.0,49.0,0.0,97.0,0.0,9423.0,95.0,8125.0,0.0,101.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2413.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,C,C08
C09,0.0,0.0,0.0,0.0,0.0,15.0,124.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1114.0,0.0,2497.0,70.0,13392.0,0.0,85.0,0.0,6.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.0,5410.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,C,C09
C10,0.0,0.0,20.0,0.0,0.0,81.0,3425.0,0.0,19.0,0.0,0.0,174.0,165.0,0.0,0.0,0.0,122.0,0.0,229.0,0.0,148.0,0.0,4179.0,35.0,10189.0,0.0,990.0,0.0,164.0,515.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,28.0,3.0,35.0,0.0,0.0,0.0,0.0,0.0,C,C10
C11,0.0,0.0,135.0,0.0,51.0,33.0,1040.0,0.0,7.0,0.0,0.0,54.0,2726.0,0.0,0.0,0.0,45.0,0.0,24.0,0.0,37.0,0.0,2958.0,36.0,8769.0,0.0,197.0,0.0,13.0,2057.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3.0,216.0,0.0,0.0,0.0,0.0,0.0,C,C11
C12,348.0,0.0,0.0,0.0,0.0,176.0,3636.0,0.0,81.0,0.0,0.0,50.0,0.0,19.0,0.0,3.0,551.0,0.0,1901.0,0.0,7.0,0.0,1951.0,255.0,7370.0,0.0,101.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,1820.0,C,C12
C13,0.0,0.0,2628.0,0.0,0.0,404.0,521.0,0.0,24.0,0.0,0.0,17.0,148.0,0.0,0.0,0.0,15.0,0.0,18.0,0.0,42.0,0.0,6483.0,60.0,8947.0,0.0,96.0,0.0,83.0,1160.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,647.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,C,C13
C15,0.0,0.0,781.0,0.0,0.0,639.0,244.0,0.0,108.0,0.0,0.0,33.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,61.0,0.0,7564.0,112.0,6128.0,0.0,163.0,0.0,132.0,184.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,4149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C15
C16,0.0,0.0,4.0,0.0,0.0,37.0,4614.0,0.0,34.0,0.0,0.0,11.0,5.0,3.0,0.0,0.0,209.0,0.0,129.0,0.0,0.0,0.0,1609.0,20.0,7381.0,5.0,7.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,C,C16
C17,0.0,0.0,0.0,0.0,0.0,96.0,267.0,0.0,5.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4619.0,104.0,1923.0,0.0,12.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,24934.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,C,C17
C18,0.0,15.0,7180.0,0.0,0.0,226.0,7768.0,0.0,0.0,0.0,0.0,1656.0,1739.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1411.0,0.0,4760.0,372.0,423.0,0.0,361.0,0.0,0.0,289.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,0.0,543.0,0.0,0.0,0.0,0.0,0.0,C,C18
C19,13.0,0.0,1358.0,0.0,7.0,306.0,2157.0,0.0,204.0,0.0,0.0,39.0,952.0,0.0,0.0,0.0,68.0,0.0,28.0,0.0,106.0,0.0,9601.0,46.0,3528.0,5.0,258.0,0.0,6.0,3817.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,C,C19
C20,0.0,0.0,0.0,0.0,0.0,12.0,616.0,0.0,68.0,0.0,0.0,3.0,76.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,13.0,0.0,4152.0,37.0,6457.0,0.0,20.0,0.0,17.0,26.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7685.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,C,C20
C21,0.0,0.0,0.0,0.0,0.0,540.0,55.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1672.0,110.0,3072.0,0.0,31.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26068.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,C,C21
C22,0.0,0.0,21.0,0.0,0.0,664.0,432.0,0.0,48.0,0.0,0.0,15.0,13.0,0.0,0.0,0.0,97.0,0.0,573.0,0.0,2930.0,0.0,2681.0,109.0,7934.0,0.0,682.0,0.0,0.0,60.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,3770.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,C,C22
C23,0.0,0.0,6428.0,0.0,0.0,101.0,71.0,0.0,0.0,0.0,0.0,42.0,29.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,995.0,5.0,5493.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3382.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,C,C23
C24,0.0,0.0,160.0,0.0,0.0,37.0,31.0,0.0,2.0,0.0,0.0,40.0,147.0,0.0,0.0,0.0,21.0,0.0,23.0,0.0,122.0,0.0,3246.0,34.0,12422.0,0.0,41.0,0.0,68.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C24
C25,0.0,0.0,383.0,0.0,0.0,39.0,3791.0,0.0,19.0,0.0,0.0,95.0,24.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,12.0,0.0,2981.0,113.0,10205.0,0.0,21.0,0.0,47.0,590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,859.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,C,C25
C26,0.0,21.0,1016.0,0.0,0.0,578.0,598.0,0.0,33.0,0.0,0.0,65.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2771.0,484.0,2335.0,0.0,0.0,0.0,0.0,2670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,10956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C26
C27,0.0,0.0,94.0,0.0,0.0,236.0,613.0,0.0,22.0,0.0,0.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,267.0,0.0,7511.0,0.0,9736.0,0.0,92.0,0.0,39.0,325.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,15.0,1078.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,C,C27
C28,0.0,0.0,1601.0,0.0,0.0,413.0,1228.0,0.0,7.0,0.0,0.0,14.0,31.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,30.0,0.0,2136.0,83.0,9930.0,4.0,117.0,0.0,56.0,935.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,C,C28
C29,0.0,0.0,1039.0,0.0,0.0,3.0,44.0,0.0,0.0,0.0,0.0,139.0,608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1585.0,1154.0,3895.0,0.0,10.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10889.0,0.0,13.0,0.0,0.0,0.0,0.0,7.0,C,C29
C30,0.0,6.0,33.0,0.0,0.0,112.0,1463.0,0.0,8.0,0.0,0.0,12.0,242.0,0.0,0.0,0.0,166.0,0.0,15.0,0.0,4.0,0.0,2624.0,8.0,12159.0,0.0,313.0,0.0,8.0,709.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,17.0,43.0,0.0,25.0,0.0,0.0,0.0,0.0,98.0,C,C30
C31,0.0,0.0,86.0,0.0,0.0,0.0,183.0,0.0,0.0,0.0,0.0,220.0,2.0,0.0,0.0,0.0,434.0,0.0,0.0,0.0,116.0,0.0,6157.0,33.0,7427.0,0.0,59.0,0.0,0.0,519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,71.0,C,C31
