#Taxonomy	AD01	AD04	AD05	AD07	AD08	AD09	AD10	AD100	AD101	AD102	AD103	AD104	AD105	AD106	AD107	AD108	AD109	AD11	AD110	AD111	AD112	AD113	AD114	AD116	AD118	AD119	AD12	AD120	AD121	AD122	AD123	AD125	AD126	AD127	AD13	AD14	AD16	AD17	AD18	AD19	AD20	AD21	AD22	AD23	AD24	AD25	AD26	AD27	AD29	AD30	AD31	AD32	AD33	AD34	AD35	AD36	AD37	AD40	AD41	AD47	AD50	AD53	AD54	AD55	AD58	AD59	AD60	AD61	AD62	AD63	AD64	AD65	AD66	AD67	AD68	AD69	AD70	AD71	AD74	AD75	AD76	AD77	AD78	AD79	AD80	AD83	AD84	AD85	AD86	AD88	AD89	AD90	AD91	AD92	AD93	AD94	AD96	AD97	AD98	AD99	C01	C02	C03	C05	C07	C08	C09	C10	C11	C12	C13	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C30	C31	C32	C33	C34	C35	C36	C39	C40	C42	C43	C44	C46	C49	C50	C51	C52	C54	C55	C57	C58	C59	C60	C61	C62	C63	C64	C71	C72	C73	C74	C75	C76	C77	C78	C79	C80	C81	C82	C83	C84	C85	C86	C87	C88
Translation	8655.996028	10729.84607	14563.43388	16041.65656	21462.76863	16204.63331	10127.98612	19491.15459	14299.18215	20188.63754	11090.41051	13445.63204	11777.44216	19112.70094	18299.33644	16280.23163	20928.04371	17410.09395	21304.55743	17930.79399	18640.75679	18631.12325	16873.25625	16997.87955	20030.0559	19603.96073	10187.71564	24516.7016	25301.28542	26104.41639	18683.7469	19559.23639	20368.04138	23662.74519	11139.3837	11076.41287	9495.800375	11832.74273	11073.97088	16554.60437	10881.81342	12800.96958	13147.64773	11154.56297	13657.85003	11481.54077	12437.91005	13122.65508	21733.04775	18837.58047	20110.22128	23149.71162	21058.29164	17848.45146	14021.56454	30360.19951	17034.65284	13897.49056	14966.77163	14667.98753	20214.00751	26751.11363	18556.37866	20348.99332	16926.20137	17541.63507	25599.10986	21870.38293	17754.45817	13261.02148	14230.42571	15984.27735	14832.22205	17530.09423	12091.90584	16382.58106	13067.00798	17811.30747	16425.54946	18246.05051	21354.7654	15990.50987	32235.54473	28470.38541	20834.4006	20485.91026	19044.95021	18598.13326	18246.75847	17742.40469	21250.49972	23564.3165	20277.70417	21870.52583	24483.41194	19286.68575	19270.87606	18761.35448	25189.14013	19185.71355	14917.08085	23829.07461	19386.68119	15466.756	16432.92153	16600.58749	18242.23495	15788.95868	14192.10401	14327.91122	16598.76385	15987.97569	10989.08406	26058.86358	21186.31522	17769.37345	15404.48316	25640.55553	16073.67328	13142.99599	12767.33148	14974.93307	17573.03938	15808.38566	13124.155	16974.8742	13839.3199	11841.01682	12440.86604	14951.09136	24134.66803	16526.18162	15090.57454	15745.04573	25103.3782	12758.54393	10991.33986	12896.37091	13026.33345	17346.85898	10739.48655	11029.12846	25807.24327	27996.20608	19031.72279	15541.47693	21289.69709	14619.63643	22128.00974	15709.90709	22014.85207	14350.65906	12585.43156	18201.49774	19891.57679	12631.55386	17533.51653	15434.74717	12210.20508	18571.02184	20624.93198	13914.99229	13380.14993	12447.94185	17275.85613	12774.65174	9784.902486	10079.28913	16128.27618	16583.31468	11827.4217
Metabolism of terpenoids and polyketides	6186.581465	14826.19552	9565.204529	14976.26047	17178.32639	13654.2849	7323.331668	14759.29902	16705.39006	20273.78089	10577.23136	11983.28598	11072.18608	17060.71686	24625.59523	13233.95685	15234.53099	18575.07101	13862.50514	14577.97034	16421.57036	20390.21139	13646.28425	20727.72135	16570.38794	22794.56824	7732.38047	20820.806	40969.00682	40437.66659	14658.39647	16438.93429	25280.69955	28311.48855	9210.320766	10002.97617	6845.846617	7855.775493	8615.987807	12363.79097	7930.400577	9681.471326	9454.82243	7852.713613	14032.7025	10825.82143	8449.216361	9178.846878	15440.36419	12283.29277	15377.31122	42595.12021	14996.33713	14128.10895	10217.99455	20904.84305	12760.51367	9826.260568	11379.0043	10782.66481	24434.6719	19830.3855	17360.11046	14187.12544	12336.84736	13275.3965	15909.2302	28676.46442	13145.61335	9324.203185	10614.35123	14931.38016	10931.33271	25855.59906	5699.356523	12697.07365	8821.874629	19473.10096	11597.5913	14253.47748	17926.37499	14824.69498	19719.44978	31714.01107	32272.54386	16205.02228	16368.6639	18172.99252	17504.95527	21425.74431	19376.41224	17258.87083	21812.88042	18521.83165	21854.3367	27871.6856	19415.18703	16503.51863	19614.76483	12174.41209	10504.45392	30166.25824	13504.7532	16191.49879	11236.73858	13679.98284	18574.26864	11336.37089	9307.61619	10347.66442	11491.84404	13897.1589	8637.858065	34736.6632	16424.50218	12499.42324	16537.46387	34557.35719	14930.06319	11031.27937	9239.981083	11636.6291	20015.03486	12134.35516	9735.786114	21476.7154	9571.691971	7946.265221	8017.604976	9654.016502	18538.01828	17705.16786	10860.7834	12719.14965	37111.22073	9495.664768	11124.72549	10220.16434	9699.64584	27965.30743	7935.884369	7699.102462	32832.96689	20778.83242	15419.49221	12583.15659	24673.28281	14900.87467	38342.5769	11288.25722	13885.02695	10738.01886	10539.06448	22693.75371	14332.18562	9135.171263	22014.25778	11006.29137	9071.474643	19729.64134	35168.85641	10012.10373	8935.848262	9065.470465	20777.78147	7556.636665	7170.088412	7707.48819	11263.07765	13745.36189	9874.967598
Drug resistance: antimicrobial	5753.088294	12880.36475	7859.97619	14240.49272	16787.30688	12737.60979	7292.906415	11928.45172	16502.14352	18692.43221	9351.621693	11254.76389	9703.165344	15248.48677	20630.62302	12848.23016	11300.91997	18440.30952	18607.19015	13002.6131	14407.71197	19786.45966	12982.20007	18963.35351	14911.69081	20006.83399	6951.18254	19395.26455	32697.79762	32035.92989	13679.49074	15812.81647	21472.46263	29222.59392	8910.770833	9829.198413	6521.950728	6806.799603	6623.441138	12004.01157	6334.266865	9318.144841	7590.231812	7424.997024	12649.92857	11672.87004	6334.118717	5749.274471	12216.64947	10382.00033	13095.37302	33362.75	13863.4246	13208.16601	9360.181217	13081.22751	12213.59425	9286.43287	10580.89319	7974.76918	19978.27149	17033.09061	17280.84028	11032.80357	11548.45767	12467.73214	13636.99669	28677.55159	10573.17196	9006.941138	10030.09491	14915.792	11100.4084	21111.65179	6653.555886	11939.417	7820.216601	18015.21164	9490.554233	12158.97024	15458.49372	12925.4752	16520.1789	28644.41733	27816.61938	15523.97222	15212.05456	17356.01885	16302.25099	20670.27249	17510.91567	13088.64319	22508.75331	20479.31911	23469.88525	23248.48148	20157.91534	15791.43882	21075.33003	7951.545966	10283.8578	30873.00959	13030.83466	14550.167	10653.47917	12669.61078	16090.74306	10493.54861	8972.688823	9832.070106	10876.58069	13420.90906	8163.875331	35517.09028	15599.21991	11350.60747	16416.05952	35869.23677	13736.45073	10098.06283	9023.255952	11331.84722	19736.60152	11332.00628	8840.125661	18829.40344	9069.13922	7539.60582	8164.00496	9808.054563	17578.19246	15021.72421	10403.74239	11756.43651	37914.64881	8780.803902	9675.314153	9491.781746	9023.661706	24913.01257	7448.609788	7512.174272	34134.31448	18907.37269	13902.54663	11717.62136	21315.74173	13964.14484	32173.50265	10766.05324	12106.69511	9999.811839	10215.2381	19399.9838	13100.27877	8238.087632	22313.66071	10848.55886	8548.957011	16162.02348	27569.08962	8076.613426	7835.934854	8343.890212	20586.7543	7243.815146	6602.247024	7063.981481	9706.148479	13123.88459	8833.484788
Membrane transport	4851.552742	16761.83653	5788.174898	12345.19386	12749.52529	11161.00446	5517.421386	11941.55962	18584.03272	14936.62965	6375.659607	10458.16912	6454.352693	13765.35968	25493.92213	7100.375081	13750.21045	17228.03179	26460.46732	7437.895175	16460.56208	16494.56684	8657.67775	20075.72097	12757.03458	23345.24061	5246.829888	16820.48789	47773.79036	46081.2644	9146.925562	13139.17255	27714.07716	28266.64384	6917.66224	8037.124692	4890.003223	4982.255417	6480.060652	9582.029414	5781.425811	6859.420754	5798.352986	4999.562856	12656.00589	8744.323032	5043.001548	5186.892842	10747.35581	9260.542093	13585.57543	53203.20643	10080.7327	10523.05529	7267.231171	11341.27016	9236.872987	6767.994407	8440.70672	7107.534475	24291.91327	13940.7794	15456.42222	9237.020129	8846.430661	9606.72436	11832.95021	26352.19724	8263.909736	6956.470863	7670.379468	12244.35663	5768.048523	27847.49439	7324.744498	8515.297723	6270.667814	17055.97096	6992.050052	8191.237726	15829.22224	7970.820767	14372.59849	31912.43088	40622.15026	14007.25299	13211.81137	16162.67688	16220.22579	21707.85603	15894.50682	10664.53587	24716.16561	12643.96898	16761.92727	29210.412	25771.47829	13979.75569	11003.60377	7741.978858	7715.918469	31102.44746	8643.348489	14109.34805	7100.858981	10691.37308	16820.64871	6801.799042	6870.399695	6019.371923	8243.588726	11861.23967	4974.893541	36671.12042	11789.38032	8317.647205	15341.31183	36657.08141	13696.69983	10029.38033	6390.704118	8073.66062	19857.66489	8780.534246	6542.623302	24912.72641	6194.496784	5086.061411	6343.967674	6279.45528	13468.52996	16829.62649	7139.143316	7726.430255	40534.99927	6214.97808	9040.551882	7208.300212	6489.113854	33740.89991	5288.037878	4937.976221	34230.36725	14955.82952	10874.31347	9552.467151	24585.11459	10993.46917	43458.57249	7032.579176	9426.180018	7267.455327	8335.115954	24964.78228	10552.63387	8174.108746	22539.26677	7503.799341	5756.407209	19736.48809	42278.65325	6316.040277	6238.935141	5817.983064	21474.46194	6568.015066	4351.563764	5356.132998	8993.440719	10736.50692	7872.50812
Cellular community - prokaryotes	3432.185742	11602.85421	4529.478559	9534.094568	7841.684799	8861.925269	3927.02296	7428.986582	12699.43812	13209.98212	5034.450336	7957.747437	5249.187983	11450.47982	17935.82815	5557.847507	6667.754461	14760.40309	6673.238964	6659.350765	11230.14894	14900.78794	7708.543479	16369.95694	9948.400344	20350.11489	3915.337405	14097.7496	36440.19977	33284.74942	7117.645659	8620.174573	21510.65039	25186.10599	5708.949622	6501.381549	3624.469284	3642.245924	4575.058739	6711.837529	3464.707275	4229.478442	4366.147376	3797.558182	11053.00839	7263.487859	3969.810017	4100.388415	8192.440588	7180.975228	9031.682102	37388.25614	7616.625613	6363.998246	5789.705517	9742.948434	6848.609822	5210.243085	5716.264969	4099.365108	18586.90326	10313.93457	12413.31942	6459.485169	5995.306602	6675.935779	8905.642568	20644.08748	6597.295529	5136.023057	6073.362729	11749.34965	4753.991774	19185.64685	3279.057796	6731.665369	4501.862375	11841.7215	6263.006599	7539.843066	8816.811001	6867.346819	11898.09812	22986.76129	29460.75546	8432.236318	8779.417694	10852.56808	12593.44659	18037.44088	10811.06471	8197.169958	16839.26853	10264.69608	13363.61647	22292.41634	14710.25102	11781.53044	8682.607534	5730.12269	6383.835423	27066.65135	7886.924406	11593.55057	5737.029364	10403.10616	13837.75499	5860.71949	5021.3811	5198.638645	7202.693206	10227.30099	4375.175621	33352.54162	8946.607414	7771.186336	13387.47958	32660.28847	10509.81544	7888.430565	4585.51676	6427.99117	16255.57896	7551.432422	4547.121249	18525.58942	4823.11223	4820.246834	4622.500411	4858.856384	9122.241287	13240.58829	7336.469839	6018.929091	36191.06234	5277.013331	6890.629963	5306.808273	4905.832638	29390.80032	4326.232664	4168.484638	29133.02791	11254.54111	8593.795049	6961.772596	17572.68688	9739.440302	33437.43386	5377.775847	6226.955609	6478.857491	7958.739877	17512.39105	7204.871276	5327.132963	19068.61187	5721.737066	5108.967094	14566.90865	30784.84415	5008.224768	4619.863053	4931.771505	18712.86068	3769.250805	3779.703517	3740.272799	5888.44938	8379.721622	6474.543827
Cell growth and death	4485.753636	6640.358732	8903.681524	8964.148724	10117.1157	9477.54697	5200.349237	10751.64272	8434.502633	13876.67293	8489.432564	7103.457216	8747.615993	11764.33187	11492.98037	9610.70162	11222.77788	10229.80602	11136.30298	12123.17488	10723.04099	12704.77076	10912.46174	10746.29693	10943.43243	11763.28289	6224.918786	14214.2001	15433.46966	16393.84475	11335.98597	9481.145591	12557.47605	13744.03345	7221.451404	6540.392776	5006.624233	6499.811477	6817.032959	9465.590925	6031.236252	6154.483437	7462.467354	6599.685543	8316.473292	5833.380604	7263.462261	7798.951841	12880.54184	10768.11614	10623.36736	14162.19053	11589.21349	9718.408838	7678.490909	19265.69568	9293.070342	7456.106465	8164.349985	9266.100102	12491.70765	13880.71522	10087.43839	11555.61292	9002.251189	9492.492707	13227.36563	16561.95016	10549.34473	7052.432268	8113.72382	8975.209229	8751.839468	10016.75523	5362.45342	9925.559137	7386.220087	9045.262697	10969.94717	12438.69318	11325.84064	11623.04617	12170.03547	15332.46197	13156.21775	10865.54173	11393.12846	11865.72043	10044.14263	10635.55528	12894.29287	13564.61009	11578.66737	10283.67839	12161.48978	12858.4999	10056.05042	11681.80847	12930.67855	11882.60956	8378.129602	13395.3473	10509.80338	10069.32772	9657.463694	9540.896675	11102.42389	9477.303023	7886.323307	8436.23274	9398.705334	9361.089907	7291.038937	15473.6336	13937.17398	10266.6939	8891.313699	15210.03182	9170.149768	7544.099508	6725.460833	8920.550268	10304.2645	8820.509982	7547.655949	10991.75467	7943.322749	6655.921872	7065.964545	7898.140231	12083.87608	10068.73524	8574.124212	10258.24213	15092.33976	7934.806199	7057.943824	7350.542687	7861.317644	11208.621	6465.663241	6167.014505	15485.00295	16411.97578	11786.0753	8370.822607	12504.76387	10438.1878	13898.13241	8853.471906	12827.76727	8432.198289	7182.444996	11240.22085	10646.66076	6702.943842	10828.76145	8351.516926	7109.015135	11904.89988	13076.91038	8622.326576	7213.614581	7166.538531	10286.62032	6279.385886	5870.6865	5560.670615	9451.453185	9617.474048	6618.246203
Nucleotide metabolism	4125.748582	7306.91182	7056.197636	9033.731678	11120.94243	8689.521395	5071.595626	9449.540071	9269.629551	12188.37636	6410.510047	7297.05922	6743.820567	10598.35095	12326.0461	8274.879196	9549.943026	10755.27435	11765.71891	9479.808038	10609.19988	11707.97423	8959.082151	11166.58215	10255.54208	11923.06348	5243.575177	13401.54858	18606.39019	19011.24645	9693.565248	10339.52979	13155.19976	15706.48522	6087.834634	6275.419858	4732.812884	5502.416312	5627.102128	8256.290189	5051.510165	6497.294799	6169.685816	5555.419858	8316.684161	6223.256028	5880.051418	6289.792671	10544.93239	8901.00721	9836.773759	18223.83924	10131.1935	9202.897872	6859.746336	14779.73097	8422.649882	6907.030851	7653.791608	7735.391017	12747.68499	12499.03404	10234.31537	9918.47104	8017.214894	8918.166194	12246.5383	16080.53286	8717.840307	6470.626123	7195.67766	9092.332151	7111.428251	11900.9182	6146.070686	8404.78156	6280.026123	9838.870686	8451.283806	9700.526241	10848.42931	9195.414894	14719.76962	16735.51962	15597.2039	10528.9305	10048.38759	10909.28452	10200.05804	11628.51915	11780.40083	11532.24184	12567.15024	10743.82281	12787.7831	13560.2526	11937.1344	10833.90508	11965.63345	9231.627187	7413.494681	16506.9344	9320.631915	9481.41253	8070.277423	8563.748227	10514.41158	7957.020686	7081.549764	7066.842199	8195.1487	8773.180024	5854.156147	18498.72092	11742.00083	8729.985225	9438.014303	18389.0247	8879.689835	7096.169385	6352.822459	7765.594326	11216.89173	8030.803783	6600.324113	11076.87683	6827.735461	5709.746217	6265.003546	6968.689125	12357.14622	9826.111702	7458.864657	8332.177541	19110.64515	6511.910875	6322.03617	6648.114303	6691.899054	12756.17589	5459.314539	5437.625296	17777.71856	14196.10674	10097.76466	8057.494799	13265.29066	8970.61052	17187.47329	7827.931087	10671.38558	7238.42565	6690.999645	12434.28333	9627.322813	6296.93948	12104.53972	7642.089007	6132.494681	11039.56005	16202.21135	7036.617612	6252.597045	6231.23227	11585.82648	6470.813593	4911.51773	5081.937116	8045.382506	8922.326123	6128.399173
Cell motility	4862.917308	3654.526923	1078.9	7653.6	2706.55	10860.67308	5159.838462	6354.176923	11669.85962	8058.974069	1701.436538	9594.244231	3118.53135	8432.437893	7110.380479	2190.273077	2909.840385	14199.16877	252.8807692	5673.923077	4452.407692	12772.79038	9669.225	13081.83312	14536.70385	21389.80577	3461.313462	11349.92885	22590.93269	11114.97885	6523.553846	5213.413462	21503.15577	26038.62115	6724.490385	5092.578846	4480.634615	976.2519231	2958.128846	6281.625	2360.171154	748.2057692	4368.617308	2494.25	9963.6	5158.675	2194.109615	560.5038462	7945.875	10007.27885	6718.663462	15817.12115	6553.196154	3571.992308	11251.74808	2074.742308	5506.3	5965.996154	6738.738462	1043.669231	17881.30962	15380.93462	13118.54038	1070.692308	4027.185764	7477.3	6347.232692	21526.75	3500.625	6918.051923	7566.676923	19002.34735	3619.498077	3817.796154	206.4192308	8415.760402	2341.863462	3133.753846	1679.042308	2691.511538	4107.013462	4596.640094	17671.75577	5388.836538	8443.088462	5641.438462	18379.82308	17586.02817	9522.161538	17516.96731	6886.042126	8070.378846	16408.55769	5617.651923	11002.00962	9540.817308	14924.34615	7267.265385	1792.061538	146.0346154	10933.95	26134.75	17072.15577	7670.579995	6123.638462	24653.19038	12144.18269	8084.736538	5998.090385	6740.309615	14561.95577	15725.66154	2822.7	40121.85962	5328.694231	22483.81923	18042.72885	30950.18846	17054.85192	7053.776923	4664.409615	7017.125	15992.77542	14190.79615	3566.042308	9327.784615	5553.753846	12301.59615	3308.503846	8515.155769	5954.026923	9410.669231	22084.09231	3149.442308	34500.74615	7562.142417	7532.033684	4690.938462	3743.624746	35278.96346	4931.376923	6529.903846	25460.77115	8553.451923	16329.76538	7748.509615	11762.06346	7680.098077	7353.371154	6248.401923	3148.303846	11801.5	20957.95962	8527.657692	8552.771154	9633.740385	21923.375	8495.428846	10058.63462	35700.01154	7082.240385	5190.911538	2889.007692	8478.917308	17798.23846	527.7307692	5572.315385	4070.284615	4901.115385	9695.563462	10038.74038
Signal transduction	2095.665297	5976.605915	2578.902818	5286.969962	5837.596903	4743.57414	2518.42826	4491.110468	6240.037365	6836.224876	3232.049516	4216.92759	3549.038792	5594.554872	9088.656456	4694.588481	4332.657837	6891.724015	7569.538843	4820.665995	5999.667057	7535.668555	4790.706625	7826.689547	6129.575711	8027.311193	2329.299759	7086.787392	15822.53599	14985.6226	4665.695991	5693.792806	9263.205597	11225.17555	3294.788531	3458.195536	2267.053206	2560.809945	2430.308163	3968.052054	2408.214762	3175.843247	2959.520022	2404.811118	5011.805131	4640.017799	2247.947046	1964.014916	4603.6239	3642.09069	4827.989466	15170.25053	4702.913024	4296.816188	3377.396982	4669.845047	4452.748902	3228.784283	3719.569974	2330.273535	8608.407628	6201.461335	6466.95698	3835.601158	4663.063262	4602.25601	5024.802593	11027.17423	4010.757334	3156.785705	3481.637735	5986.021158	4286.82573	10261.12081	2193.911551	4183.830956	2811.297582	8192.614179	3264.046196	4538.792414	5615.386933	4606.584375	7730.545935	12911.05234	13498.38906	5411.169574	5427.83002	6699.497688	6090.246538	8313.053834	6290.6713	4691.123895	8208.518286	8505.256467	9676.208287	10721.30386	7528.698326	6025.082632	8760.649489	2808.821276	3761.074216	12186.62376	4562.535415	5936.030295	3512.870564	4795.04067	6543.191937	3579.724002	3085.136009	3638.441777	3887.995258	5033.375906	2804.968286	14134.78122	5484.496778	4194.537257	6236.709777	13960.24729	5488.892455	3714.349026	3053.471651	3992.833126	7616.6765	4070.035611	2888.551869	8851.291653	2973.126079	2692.557956	2878.371948	3665.65142	6165.272769	6171.835101	3827.065554	4121.860786	15214.31311	3101.09655	3772.260527	3324.697863	3107.904898	10744.92821	2541.985204	2604.341907	13223.35931	6457.345185	5367.213	4168.941905	8717.074588	5265.920055	14027.33867	3608.608012	4158.488517	3583.366525	3933.377834	8652.972967	4673.355218	3091.762411	8728.685265	3776.59984	2980.21487	7411.616836	13390.25356	2775.332268	2642.419095	2867.743259	8148.276931	2695.225432	2237.863057	2407.055079	3444.232116	4625.340934	3432.565773
Endocrine system	2151.042503	3904.319058	4725.870007	4617.385912	6103.707731	4600.486575	2416.886082	5406.159185	4276.037631	7297.750623	3863.222442	3442.467288	4122.99833	6458.150229	6571.103914	4842.367043	5550.026825	4901.041176	6891.124581	5860.100622	4524.031245	6148.27411	5201.052612	5432.408009	5365.438314	6187.924855	2900.020898	7732.20674	9027.840758	9520.297056	5217.30728	5449.275786	6447.499879	7029.947715	3276.503643	3173.202663	2692.457196	3688.724593	3891.602982	4644.901748	2997.275536	3790.531186	4186.84326	3070.910907	4629.424438	3372.165652	4081.822977	4430.889812	6809.903833	5428.127117	5225.735442	8717.943892	5400.643363	4257.824334	3332.913977	12119.97696	4825.596611	4001.292353	3590.459618	4576.022141	6341.330704	5986.702424	5146.081558	7041.266992	4351.178384	5155.608391	7635.146432	6941.185998	6229.690331	3325.853519	3704.56996	4298.709848	4338.401216	6265.018617	2810.259637	4527.482377	4258.044409	5520.133204	6242.960646	6386.092091	4976.217121	5267.076287	5823.201927	9254.27204	8227.957563	4678.335108	5040.212735	5512.202534	5280.626827	5313.427903	5590.719755	7814.503333	5988.116002	6079.960633	6892.3236	7131.313673	5034.92554	6005.659863	7359.061519	7423.615461	3892.542936	7297.888133	4810.46244	5083.994915	4484.948514	4265.745412	5210.413514	4264.443272	3517.135649	3843.19443	4310.305557	4253.569368	3448.813469	7906.312195	7160.014159	4453.6962	4213.151433	7891.87473	4394.266864	3954.811749	3445.247628	4304.441226	4906.08328	4039.407584	3295.692735	6020.274244	3598.4946	2969.777314	3349.278329	3666.822202	7204.84153	5081.65406	3699.308804	4726.221915	8175.224376	3522.735625	3351.714175	3440.182095	3925.709634	6027.028705	2996.331	2910.54163	7827.782147	7541.205368	5426.885552	3888.147483	6161.639436	5134.712518	8818.714746	4209.482791	5666.507859	3840.842684	2948.078104	6112.239849	4690.863314	2869.315573	5361.211398	3938.352931	3225.891284	5675.191744	8156.713071	4247.385571	3339.763065	3314.794511	5473.373333	3649.703675	2729.739248	2413.734178	4837.308522	4597.480517	2995.541841
Drug resistance: antineoplastic	1935.693162	4112.535897	3645.312821	3999.58547	4068.767521	4036.015385	2119.540171	4562.267521	4438.152991	6538.295726	3743.610256	3210.301709	3476.558974	5400.598291	6184.019658	3961.340171	4977.113675	5146.063847	6402.201186	4744.631382	5245.398291	5811.75215	4200.348718	5655.835897	5101.046116	6040.505128	2409.493162	6677.917821	9857.600855	9791.584615	4145.776923	4036.35812	6675.502564	7531.773058	2890.115385	2910.681197	2045.505128	2952.103419	2979.151282	3653.125641	2645.28547	2479.470085	3315.578632	2563.907692	3960.954701	3258.252991	3143.378173	3491.157265	5396.363248	4606.509402	4857.661768	8722.120781	4556.795726	3513.105983	3147.48547	8436.760684	4231.297436	3081.609402	3045.121368	3509.578632	6277.805983	5584.373504	5042.211111	4954.834099	4212.003444	3774.452991	6291.653425	7183.538462	4785.223932	2902.059829	3342.017094	4238.600855	3721.107692	7078.413675	2217.716239	4002.652137	3411.419658	5596.32906	4687.755556	4936.972178	4847.835043	5025.390598	6285.366003	9135.032479	9201.199082	4259.024799	4537.400855	5150.219658	5029.480342	5790.973504	5304.147009	5864.371795	5986.591453	5865.393162	6603.274359	6931.954701	5235.484615	5085.423932	6533.964957	5199.92735	3589.025641	7307.440043	4220.771795	4839.406838	3806.254701	4059.034188	4948.119658	3585.478632	3275.460684	3339.234201	4040.834188	4259.628205	2794.976068	8802.822222	6248.77094	4312.20856	4265.020513	8807.551282	3820.079487	3495.660684	2709.130769	3628.499145	5375.662393	3588.882906	2836.274359	5913.660684	3087.420513	2751.753846	2949.85812	3343.090598	5022.625641	4985.655556	3618.322222	4349.000268	9268.579487	3188.270698	3164.167547	2917.921368	3230.376923	6295.752137	2625.168376	2547.381758	8586.152991	6552.153846	4991.686325	3390.892308	5943.244444	4750.72735	8380.778632	3397.209402	5340.618803	3463.673504	3175.005128	5664.146154	4291.509402	2930.781528	5441.624786	3256.016367	2864.47094	5143.028205	9140.082906	3584.046154	2773.053846	2840.894489	5642.586325	3005.603419	2276.458974	2113.03378	4094.100855	3936.766667	2696.834571
Infectious disease: bacterial	1054.107511	3732.146945	1520.794924	4053.923536	2343.651534	2912.242236	1307.421551	2485.03305	6328.806221	6881.839719	1948.114748	3509.100856	1844.99449	6089.449473	5407.888436	2188.431236	2611.546132	8618.019051	4132.46233	2664.296522	4274.982835	7934.145303	3275.828091	7113.922297	3362.654386	5828.258072	1277.898466	7341.359858	11149.69661	9951.854978	2979.75923	2963.84006	6268.842333	16406.4761	1851.407726	3406.359487	1262.806793	1338.559695	1623.94106	2366.199897	1118.794118	1333.929385	1681.482509	1237.153039	5191.605295	4368.782901	1368.075747	1392.663127	2805.108177	2247.975035	4239.242163	10877.37859	2703.514339	1955.425782	2006.424282	3622.772155	2791.040682	1751.601353	2022.612833	2070.248387	6025.819228	3481.264689	7042.496338	2193.072197	2122.860364	2101.852872	3370.246876	12000.96028	2962.810593	1757.083034	1977.825928	6275.119525	2088.681172	5962.880127	1922.45836	2450.766126	1565.242758	3943.154799	2225.179818	3190.882142	2758.94164	2437.782832	5873.286622	7159.763018	9185.081538	3240.904665	2789.900848	3277.801751	6827.451865	9110.547383	3338.841462	2986.44044	8519.383967	5311.687418	6908.752682	7706.981139	8102.708353	6829.188369	3472.093309	2051.483846	2301.741176	15268.07119	2839.26212	4490.187977	1950.300955	3479.388996	3585.585226	2159.695899	1979.567233	1834.913405	2851.927665	5087.244691	1583.495575	19834.55006	3353.039137	3169.313687	6842.495523	20703.76079	3488.070611	3156.573423	1454.876626	2252.660024	9234.431546	2586.745766	1512.119228	5967.104522	1702.394881	1751.79974	1749.458362	1955.931391	2943.723195	4062.445251	3024.578942	2083.022648	22011.84783	1946.581062	2497.775078	1724.486817	1672.38571	8618.432974	1514.862253	1449.81235	18972.30768	3531.720343	2861.792081	2517.150041	5716.251887	4324.477767	10145.6468	1885.578782	2578.850037	2350.422108	3843.585303	5674.857176	2618.790772	1873.973577	11603.95827	1769.408321	1931.664775	5045.62435	8436.523851	1899.316583	1474.928134	1776.605877	10935.14654	1829.374492	1337.796703	1130.975288	2062.288401	3924.821157	1940.137231
