Taxonomy	AD01	AD04	AD05	AD07	AD08	AD09	AD10	AD100	AD101	AD102	AD103	AD104	AD105	AD106	AD107	AD108	AD109	AD11	AD110	AD111	AD112	AD113	AD114	AD116	AD118	AD119	AD12	AD120	AD121	AD122	AD123	AD125	AD126	AD127	AD13	AD14	AD16	AD17	AD18	AD19	AD20	AD21	AD22	AD23	AD24	AD25	AD26	AD27	AD29	AD30	AD31	AD32	AD33	AD34	AD35	AD36	AD37	AD40	AD41	AD47	AD50	AD53	AD54	AD55	AD58	AD59	AD60	AD61	AD62	AD63	AD64	AD65	AD66	AD67	AD68	AD69	AD70	AD71	AD74	AD75	AD76	AD77	AD78	AD79	AD80	AD83	AD84	AD85	AD86	AD88	AD89	AD90	AD91	AD92	AD93	AD94	AD96	AD97	AD98	AD99	C01	C02	C03	C05	C07	C08	C09	C10	C11	C12	C13	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C30	C31	C32	C33	C34	C35	C36	C39	C40	C42	C43	C44	C46	C49	C50	C51	C52	C54	C55	C57	C58	C59	C60	C61	C62	C63	C64	C71	C72	C73	C74	C75	C76	C77	C78	C79	C80	C81	C82	C83	C84	C85	C86	C87	C88
Glycosphingolipid biosynthesis - ganglio series	540.8571429	1541	66	742.2857143	182.2857143	770.0714286	119.0714286	495.8571429	1140.357143	4067.785714	4147.928571	218.8571429	4486.357143	489.0714286	1550.785714	6129.928571	486.5	927.6428571	5.357142857	7164.428571	505	4376.642857	2777.571429	1792.214286	2244.142857	701.2142857	794.2857143	1057.214286	438.2857143	350.1428571	1826.642857	192.7857143	978.3571429	455.3571429	1452.357143	827.8571429	97.5	1720.928571	210.6428571	432.1428571	704.5714286	131.3571429	1556.571429	499.2857143	68.64285714	4136.5	428.5714286	17.42857143	186.1428571	163.8571429	252.1428571	172.0714286	1721.785714	100.5714286	384.9285714	19.78571429	2385.285714	379.4285714	130.2142857	3.642857143	402.3571429	748.6428571	1629.214286	212.9285714	4265.714286	92.5	835.3571429	102.9285714	2022.142857	102.5	157.7857143	1482.357143	5917.5	4400.714286	21.35714286	1607.428571	1406.357143	7835	2213.857143	3282.714286	212.8571429	6096.785714	782.9285714	7177.285714	767.6428571	392.9285714	248.8571429	1237.571429	225	789.0714286	1300.142857	431.2857143	2762.571429	11491.14286	9740.285714	2251.571429	737.1428571	1319.285714	14134.57143	107.2857143	283.5	13.14285714	348.7142857	1838	441	419.1428571	426.7857143	909.5714286	65.14285714	2097.571429	268.6428571	120.5	2393.642857	207.7142857	4947.071429	162.1428571	333	41.14285714	280.4285714	54.07142857	44.92857143	1862.285714	495.4285714	278	753.2857143	117	428.1428571	158.3571429	192.6428571	2363.357143	429.5	405.4285714	54.85714286	5678.714286	60	1231.428571	1824.857143	1056.642857	1814.214286	800.7857143	1159.714286	506.2142857	738.5714286	242.5	2430.857143	511.5	245.7857143	4683.357143	282.3571429	859.1428571	455.7142857	626.5	55.85714286	905.2857143	219	153	367.6428571	521	892.1428571	526.0714286	32.07142857	643.0714286	75.92857143	146.2142857	40.21428571	6.285714286	827.4285714	87.14285714	365.2857143	291	181.0714286
Glycosphingolipid biosynthesis - globo and isoglobo series	1582.4	3358.066667	1548.133333	2984.6	3686	2925.733333	1445.333333	2132.333333	2936.133333	7131.933333	6437.2	1871.733333	6893.733333	2663.466667	4734.733333	8667.066667	1627.466667	2507.066667	1310.533333	10174.6	2291.266667	6592.466667	5176.533333	3709.533333	4544.933333	2788.733333	2364.266667	4101.266667	4099	4598.4	3904.266667	3247.4	3743.4	2507.2	2803.533333	2238.066667	1791.066667	2683.533333	2164.066667	2657.266667	2022.8	2194.8	2802	1824.666667	1584.266667	5478.6	1739.733333	1896.6	2681.466667	5390.733333	1966.866667	3504.933333	3524.6	3123.133333	2788.333333	3462.8	4426.266667	2721.666667	2199.533333	1418.866667	2545.8	2926.533333	3528.933333	3430.4	6123.533333	3095.6	3900.6	5885.466667	3767.8	1916.333333	1895.333333	2884	8057.6	6920.333333	2547.266667	3945.533333	3056.933333	10476.66667	5006.333333	5724.533333	2598.933333	8377.133333	2419.066667	10892.93333	3621.533333	3413.933333	3650.4	5816.8	2126.933333	3484.466667	5324.133333	3867.4	4556.6	14108.4	12641.06667	4937.933333	2437.066667	3657.6	17683.93333	2054.8	2217	2615.466667	2585.866667	4139.733333	2212	2734.6	2580.466667	2464.266667	1566	4274.066667	3288	2400.266667	4255.066667	2965.733333	7635.466667	2890.466667	2584.666667	2288.066667	2173.533333	3587.733333	1952.866667	3800	2278.466667	2607.466667	2569.4	2997.733333	1893.133333	1735.066667	1449	3897.333333	4442.6	2276.733333	2736.466667	7259.866667	2195.533333	2861.733333	3746.333333	2925.333333	3424.266667	3184.6	2749.266667	1918.6	3074.533333	3367.333333	5128.733333	2682.2	3521	7548.066667	4956.066667	2957.666667	2084.733333	2692.733333	2452.333333	3302.066667	2247.733333	1321.466667	2305.4	2700.133333	2781.133333	2455.333333	3083	2085.533333	1549.266667	1744.733333	1640.4	1972.466667	2170.733333	1843.666667	2503	2330.666667	1783.466667
Glycosphingolipid biosynthesis - lacto and neolacto series	0	0	0	14.25925926	2.37037037	2.074074074	0	1.888888889	1.592592593	0	0	0	0	0	0	23.74074074	0	0.37037037	0	2.185185185	0	37.18518519	5.37037037	21.11111111	0.481481481	0	0	0	0	0	0	1.37037037	6.703703704	0	1.407407407	0.37037037	0	0	0	2.037037037	0	0	0	1.222222222	0	0	0	0	1.037037037	0	0	0	0	0	0	0	0	0	0	0	0.740740741	0	0.703703704	0	0	0	0.925925926	0.333333333	0	0	0.925925926	2.481481481	0	0	0	4.888888889	1.481481481	0	4.148148148	12.51851852	0	8.962962963	1	0	0.666666667	0	0.62962963	0	0.148148148	0	0	0	0	0	0	0	0	0	4.703703704	0.296296296	0	0	0.703703704	0	0	1.555555556	0	5.259259259	0	0.666666667	1.740740741	0.518518519	8.444444444	0.111111111	3.740740741	0	0.259259259	0	0	0	0.259259259	0	1.592592593	0	1.074074074	0	0	0	0.888888889	0	0	0	0	0	0.185185185	2.481481481	1.222222222	10.77777778	0	0	0.296296296	3.296296296	1.740740741	1.37037037	0	0	0.222222222	0	0	7.777777778	1.814814815	0	0	0	0	0	0	0.518518519	5.296296296	0	0	0	0	0	0	0	1.407407407	0	0	0	0
Lipoarabinomannan (LAM) biosynthesis	45.53846154	1.615384615	0	0	9.538461538	9.923076923	3.076923077	92.23076923	5.769230769	0	1.076923077	9	138.4615385	16.46153846	77.92307692	6.615384615	48	4.153846154	5518.769231	1.384615385	5.230769231	13.61538462	24.15384615	34.15384615	8.384615385	9.692307692	0	11.23076923	107.6923077	13	18.46153846	4.384615385	35.61538462	11.92307692	1.307692308	4.615384615	0.307692308	1.615384615	161.5384615	12.23076923	0	0.153846154	0.384615385	1.615384615	0	0.384615385	6.923076923	1.538461538	78.92307692	765.9230769	4.769230769	12.61538462	17.15384615	0.153846154	63.53846154	1.307692308	0	77.61538462	3.076923077	0	25.69230769	55.23076923	74.46153846	215.2307692	4.076923077	3.538461538	8.769230769	1.384615385	0	30.76923077	0.384615385	4.846153846	3.076923077	0.153846154	0.153846154	0.846153846	0	0.692307692	51.38461538	27	18.30769231	12.46153846	60.07692308	74.38461538	11.23076923	9	11.23076923	39	0.153846154	22.84615385	7.769230769	0	38.61538462	0.461538462	20.69230769	103.9230769	4.923076923	2.538461538	0.307692308	0	6.769230769	2.384615385	0.384615385	7.538461538	0	0	4.153846154	8.538461538	18.46153846	2.307692308	194.6923077	0	21	1.153846154	148.3076923	3.384615385	0.384615385	0	2.923076923	481.8461538	9.692307692	11.15384615	5.384615385	5.461538462	1	76.76923077	4.692307692	0	71.30769231	0.615384615	0	3.538461538	0.461538462	1.230769231	3.769230769	24.53846154	47.61538462	17.07692308	2.538461538	9.846153846	9.846153846	7	9.153846154	0	0	0	3.692307692	164.6153846	0	2.923076923	8.692307692	0	1.153846154	42.30769231	28.69230769	32	2.692307692	3.461538462	0	0.538461538	4	0.307692308	5.230769231	0	14.30769231	0	3.615384615	2.230769231	26.15384615	0.615384615	16.61538462
Lipopolysaccharide biosynthesis	596.975	5095.725	145.15	3493.775	614.2	3061.65	373.675	766.6	5367.975	7852.8	4754.225	2319.025	3483.275	4072	7015	4156.075	628.8	9633.175	215.3	5043.425	8783.35	8926.25	3796.725	8832.7	3296.125	5947.65	647.3	5221.1	13678.5	12614.4	3821.8	1331.8	6900.3	14095.45	2633.075	3292	116.775	1007.25	627.625	654.9	423.95	189.225	1115.625	683.575	4820.25	5017.825	409.35	18.175	868.55	902.775	2746.55	14881.075	2306.5	485.825	506.675	802.95	2524.35	1021.2	680.05	4256.85	8345.725	1858	5929.4	583.125	4669.325	315.6	892	9006.175	2054.875	410.4	829.1	5777.425	4794.9	9238.075	423.95	1731.975	838.3	7240.475	1988.95	4289.45	2219.65	5479.85	2984.9	10969.45	12262.55	1445.2	887.25	3281.85	5180.625	9190.9	2786.25	538.925	7707.125	9019.25	9340.35	10207.625	6116.05	6385.675	8293.375	255.8	554.575	14390.225	1022.6	4970.875	463.125	1774.925	3485.6	1768.575	1758.8	1941.35	1485.575	3324.55	2018.4	17986.4	3345.2	3025.425	5591.875	18539.275	2781.9	2496.8	110.75	2310.9	9329.525	1151.525	1180.575	7343.9	1086.475	457.875	838.95	3935.8	788.45	4540.95	496.075	3026.025	20783.1	2760.425	3043.45	1304.525	1487.125	10633.225	1213.4	941.075	17633.3	1705.425	3333.175	1504.45	5251.775	6334.9	13990.75	2352.1	7820.85	976.175	2490.4	5404.55	1284.25	1105.9	9232.425	584.025	818	2615.7	11959.625	1884.075	334.975	1042.925	10034.275	302.9	1042.5	225.975	465.975	2440.075	929.9
Mannose type O-glycan biosynthesis	0.952380952	0	0	0	0	0	0.095238095	20.71428571	0	22.14285714	67.95238095	0	5.523809524	2.428571429	1	0	4.761904762	0	0	0	0	0.285714286	0	0	1.047619048	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	1.80952381	0.285714286	0	2.666666667	0	0	0	3.142857143	0	0.19047619	0	2.238095238	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0.904761905	0	0	6.380952381	0	1.380952381	0	0	0	0	0	0	0	0.333333333	1.333333333	0	3.095238095	35.76190476	0.571428571	2.095238095	0.380952381	4.857142857	0.80952381	0.142857143	0	2.714285714	0	0.19047619	6.047619048	7.571428571	0.142857143	1.142857143	0	0	0	2.80952381	0.428571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.238095238	0	0	0	0	0.142857143	0	0	0	0	0	0	0	0	0	0	0	4.761904762	0	0	0	0.380952381	1	0.142857143	0	0	0	0	0	0	0	3	0	0	0	0	0	0
N-Glycan biosynthesis	53.37209302	46.18604651	17.41860465	83.90697674	32.86046512	131.2093023	31.76744186	83.69767442	69.46511628	231.7209302	225.7209302	29.79069767	231.5348837	168.3953488	137.4418605	254.627907	32.41860465	196.4883721	153.0930233	425.5581395	289.4651163	244.3023256	247.7209302	184.3953488	169.8372093	127.5813953	132.7906977	73.06976744	71.30232558	61.37209302	237.9302326	52.27906977	174.8139535	88.30232558	144.3255814	100.7209302	55.13953488	36.02325581	101.0465116	277.6046512	70.81395349	3.302325581	50.30232558	64.72093023	55.20930233	17.11627907	35.18604651	6.255813953	199	308	140.255814	48.3255814	154.5116279	75.27906977	80.69767442	16.37209302	66.11627907	117.3255814	62.81395349	228.2790698	162.4186047	141.3023256	95.51162791	94.06976744	62.30232558	120.4883721	205.7209302	260.8837209	20.69767442	89.95348837	57.76744186	97.13953488	178.5116279	2.88372093	16.1627907	197.372093	24.58139535	20.25581395	115.5116279	353.1395349	110.5348837	376.1627907	852.9534884	51.3255814	54.1627907	73.41860465	352.1162791	339.1860465	45.88372093	175.0930233	228.8372093	70.23255814	126.4651163	10.8372093	26.60465116	267.7674419	13.90697674	266.8372093	174.7209302	7	61.23255814	23.6744186	75.93023256	100.1162791	49.86046512	80.88372093	64.34883721	158.0697674	97.44186047	145.9069767	119.1395349	91.3255814	137.1860465	17.02325581	282.5581395	155.0697674	40.79069767	40.76744186	91.72093023	165.0232558	64.93023256	189.1860465	110.0465116	68.11627907	89.3255814	71.46511628	72.69767442	54.6744186	89.79069767	143.5813953	30.53488372	70.37209302	22.04651163	222.9302326	4.558139535	166.1395349	169.8372093	109.6511628	136.8837209	216.5348837	107	89.55813953	164.6744186	107.0697674	255.0697674	41.65116279	97.23255814	338.744186	31.41860465	165.8372093	342.5116279	52.46511628	49.09302326	46.58139535	185.6976744	79.46511628	9.720930233	81.65116279	73.53488372	3.325581395	6.255813953	112.255814	20.20930233	67.69767442	22.25581395	2.488372093	85.13953488	76.51162791	116.2790698	53.30232558	97.8372093
Other glycan degradation	2001.947368	4884.473684	2029.473684	3010.263158	762.3684211	4845.263158	944.2631579	3519	5723.684211	16437.31579	14741.94737	1813.421053	14629.84211	5411.947368	7585.631579	14808.31579	3615.894737	4018.157895	3096.947368	20383	3991.789474	13726.47368	9725.789474	7335.473684	7262.789474	4527.526316	3994.842105	6738.315789	3890.052632	4213.315789	5828.210526	1219.263158	6487.421053	3981.157895	5529.684211	3568.842105	1624.684211	5246.210526	3162.105263	5065.578947	3952.315789	775.1578947	5319.736842	2240.105263	2751.789474	9674.842105	3327.421053	3070.421053	4735.315789	5579.421053	3230.157895	4072	6392.631579	1762.736842	2578.421053	7500.210526	7387.842105	3107.526316	1218.105263	3182.473684	3220.368421	4240.894737	5491.157895	3776.315789	9782.315789	1936.263158	7195.315789	14608.21053	7220.368421	1769.263158	1639.526316	4929.736842	14740.68421	10256.73684	1666.157895	6234.631579	5744.105263	17396.73684	10098.84211	11067.42105	1559.421053	19748.68421	3653.473684	17859.36842	3893.526316	3183.736842	4621.157895	11853	3054.157895	7293.578947	6556.947368	7731.052632	8444.736842	24752.68421	22003.94737	7782.526316	3406.315789	5429	31665.47368	4387.684211	2494.894737	2704.052632	2893.052632	6506.473684	2740	3320	2149.315789	4423.263158	1553.842105	7538.473684	3839.736842	3117.526316	7704	4447.105263	17637.31579	3461.052632	2667.947368	3594.263158	1954.210526	3088.368421	1213.578947	5724.789474	3375.526316	2499.894737	3006.894737	2829.526316	2147.105263	2138.263158	1906.736842	6171.421053	2997.842105	2587.947368	2849.263158	15995.05263	3490.947368	4632.421053	7299.473684	3460.473684	6300.789474	2926.578947	4836.368421	2336.105263	5526.526316	2881.736842	9627.789474	2201.315789	2305.263158	16378.26316	3864	3350.315789	3496.789474	3457.736842	2517.789474	5109.263158	2620.473684	2055.684211	2625.684211	2843.368421	3963.210526	2604.473684	3153.789474	3862.052632	1536.157895	1848.526316	3125.263158	1875	3314.789474	1238.421053	4292.789474	2411	1757.684211
Other types of O-glycan biosynthesis	0.769230769	0	0	0	0	0	0.076923077	16.73076923	0	17.88461538	54.88461538	0	4.461538462	1.961538462	0.807692308	0	3.846153846	0	0	0	0	0.230769231	0	0	0.846153846	0	0	0	0	0	0	0	0.269230769	0	0	0	0	0	0	1.461538462	0.230769231	0	2.153846154	0	0	0	2.538461538	0	0.153846154	0	1.807692308	0	0	0.269230769	0	0	0	0	0	0	0	0	0	0.730769231	0	0	5.153846154	0	1.115384615	0	0	0	0	0	0	0	0.269230769	1.076923077	0	2.5	28.88461538	0.461538462	1.692307692	0.307692308	3.923076923	0.653846154	0.115384615	0	2.192307692	0	0.153846154	4.884615385	6.115384615	0.115384615	0.923076923	0	0	0	2.269230769	0.346153846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.192307692	0	0	0	0	0.115384615	0	0	0	0	0	0	0	0	0	0	0	3.846153846	0	0	0	0.307692308	0.807692308	0.115384615	0	0	0	0	0	0	0	2.423076923	0	0	0	0	0	0
Peptidoglycan biosynthesis	4527.276596	6104.680851	7798.893617	9076.468085	12153.70213	8960.234043	5740.851064	9560.87234	8693.914894	10127.42553	5362.765957	7512.531915	6148.276596	9568.787234	10589.51064	7676.297872	9494.468085	9365.723404	11868.51064	8254.659574	9194.957447	9980	8930.93617	9349.765957	10301.23404	10851.08511	5680.765957	12342.55319	14881.23404	14982.85106	10297.87234	11034.08511	11850.70213	13263.80851	6232.851064	6156.765957	5096.382979	5476.170213	5221.234043	9266.212766	5092.234043	6978.212766	5750.297872	6645.617021	7025.06383	5150.425532	5601.723404	5167.553191	10454.74468	9457.468085	9679.617021	13571.14894	11729.87234	10661.78723	7858.510638	12336.25532	8540.489362	7373.319149	8681.702128	7353.93617	11353.6383	14987.34043	9554.148936	9518.12766	7394.638298	9848.425532	11452.68085	14289.46809	7809.87234	7581.829787	8322.553191	8360.021277	6465	9171.957447	5147.106383	9071.531915	6018.06383	7866.191489	7577.489362	8598.595745	11888.02128	7919.106383	12410.31915	13851.61702	12325.80851	11397.95745	11040.04255	10196.02128	9520.744681	9940.851064	12409.14894	10366.3617	11921.34043	8755.787234	10705.87234	11119.6383	10519.04255	8915.361702	10053.93617	8126.765957	8745.680851	13553.48936	11067.31915	9083.319149	9767.212766	9325.595745	10915.3617	8807.255319	7927.106383	7582.680851	9081.93617	8974.297872	6107.340426	14798.2766	10812.95745	9470.361702	8929.191489	14769.87234	9045.787234	6856.617021	7430.659574	8267.978723	9666.425532	8950.148936	7363.191489	10043.68085	8050.765957	6708.191489	7244.361702	7419.404255	13115.34043	9805.489362	8572.425532	7966.510638	14406.80851	6965.319149	5827.297872	7193.617021	7023.340426	10405.85106	5898.042553	6139.021277	14394.23404	16659.57447	9978.765957	8876.148936	12677.93617	7551	13289.7234	8624.87234	10405.85106	8358.489362	6892.765957	10275.61702	10873.87234	6728.574468	9666.361702	8655.297872	6884.510638	9482.595745	12447.17021	6970.404255	7438.446809	7094.170213	9310.638298	6033.446809	5470.319149	5843.553191	7977.638298	9569.340426	6596.212766
Various types of N-glycan biosynthesis	148.5686275	423.0196078	18.11764706	203.7647059	50.03921569	211.3921569	36.11764706	136.4509804	313.0392157	1118.588235	1138.647059	60.07843137	1231.54902	134.254902	425.8431373	1682.803922	133.5490196	258.8627451	1.588235294	2017.45098	138.627451	1202.372549	762.4705882	491.9803922	623.1568627	192.4901961	218.0392157	290.7058824	120.3137255	96.11764706	520.2745098	52.92156863	268.5686275	132.627451	399.3529412	227.254902	26.76470588	472.4117647	57.82352941	118.627451	193.4117647	36.23529412	428.6862745	137.0588235	18.84313725	1135.705882	120.3137255	4.784313725	51.09803922	44.98039216	78.47058824	47.43137255	474.3137255	27.60784314	105.6666667	5.431372549	655.372549	104.3921569	41.70588235	1	110.6862745	205.5098039	447.2352941	60.1372549	1176.098039	25.39215686	332.1960784	28.25490196	555.0980392	28.1372549	44.90196078	410.7843137	1631.764706	1208.039216	5.862745098	441.254902	386.0588235	2150.784314	610.7843137	906.254902	63.92156863	1675.764706	629.1372549	1972.745098	220.5098039	122.1568627	68.31372549	339.7254902	61.76470588	222.2941176	358.2352941	118.4509804	758.3529412	3154.431373	2675.666667	618.0784314	202.3529412	362.1568627	3880.078431	29.45098039	77.82352941	3.764705882	95.7254902	504.5490196	121.1960784	115.9215686	117.1568627	250	18.01960784	590.9215686	74.1372549	35.19607843	657.745098	57.01960784	1358.019608	49.01960784	92.74509804	11.29411765	77.80392157	14.84313725	12.37254902	511.5882353	136	76.64705882	206.7843137	32.11764706	117.6862745	43.47058824	52.96078431	648.7647059	118.0588235	111.7843137	15.05882353	1559.117647	16.47058824	341.6470588	503.5098039	290.3529412	498.0196078	219.8235294	320.3333333	143	202.745098	66.56862745	667.2941176	140.9215686	67.62745098	1285.627451	77.50980392	236.745098	125.0980392	172.2941176	15.33333333	248.5098039	61.7254902	42.11764706	100.9215686	145.8235294	244.9019608	144.4117647	8.803921569	176.5294118	20.84313725	44	11.03921569	1.725490196	227.5294118	28.90196078	100.2745098	79.88235294	51.8627451
Arachidonic acid metabolism	67.6	508.4	237.0666667	289.5333333	77.24444444	299.4	45.17777778	134.1111111	450.4666667	409	156.7777778	202.4888889	164.5777778	266.5777778	701.4888889	126.3333333	158.7333333	495.8222222	440.0666667	230.2888889	505.5777778	532.5111111	258.6444444	634.3333333	314.9333333	671.2888889	79.97777778	390.5555556	1496.688889	1467.133333	368.6	122.7777778	685.1777778	944.6666667	244.9111111	251.2444444	8.666666667	41.88888889	66.73333333	93.17777778	22.46666667	11.02222222	52.75555556	220.4444444	296.9555556	201.0444444	27.84444444	8.422222222	111.7111111	147.7555556	151.8666667	1350.733333	343.4222222	74.04444444	81.77777778	44.48888889	152.8	103.4666667	104.6222222	435.3111111	897.5111111	413.1333333	368.7555556	35.46666667	145.6888889	102.7777778	107.8444444	552.4888889	105.0222222	128.6888889	236	332.0444444	78.15555556	816.9333333	19.51111111	179.1111111	42.86666667	375.7111111	102.1111111	295.7777778	186.7111111	268.8666667	369.5555556	840.7555556	1405.577778	93.22222222	89.93333333	162.3555556	376.8222222	624.9555556	212.6666667	136.2222222	628.1111111	205.8444444	341.4666667	1000.555556	461.8222222	417.6	161.6	55.48888889	234.6888889	892.8	250.4888889	604.9777778	368.3555556	314.0444444	585.6	289.2	243.1111111	197.8222222	226.7111111	309.0444444	192.0444444	1138.666667	255.0888889	228.5111111	377.7555556	1218.688889	361.1777778	213.6222222	128.2	214.2666667	517.5111111	182.0222222	101.5333333	800.2666667	262.2888889	179.4444444	241.9555556	186	76.62222222	669.7555556	177.5111111	282.0444444	1354.6	257.0444444	233.2222222	129.0222222	183.2888889	1031.644444	114.2666667	123.8444444	1070.133333	542.3333333	214.9777778	182.4	593.2444444	382.0444444	1612.133333	177.0222222	303.3555556	276.6222222	130.1777778	858.4666667	206.5111111	105.1555556	691.1555556	100.2666667	138.6	500.9111111	1428.644444	226.9555556	198.4222222	223.6222222	637.5555556	10.84444444	166.5333333	38.06666667	65.08888889	358.6888889	152.6444444
Biosynthesis of unsaturated fatty acids	1033.172414	2264.413793	1724.62069	2487.62069	2940.689655	2134.413793	1345.448276	2108.62069	2513.344828	3092.37931	1303.275862	1997.413793	1555.586207	2923.482759	3624.655172	1947.586207	2035.724138	2975.413793	2060.655172	1786.517241	2200.344828	3134.310345	2202.37931	3214.448276	2485.413793	3693.241379	1334.758621	3452.862069	6751.344828	6412.068966	2159.241379	2780	4164.551724	4834.034483	1635.655172	1625.586207	1210.344828	1266.172414	1276.310345	2305.241379	1260.206897	1632.413793	1452.655172	1490	2271.137931	1918.241379	1258.172414	1169	2355.724138	1795.965517	2370.068966	7519.62069	2630.310345	2402.517241	1767.724138	2453.586207	2111.241379	1553.517241	1917.482759	1160.241379	3622.896552	3702.965517	2986.551724	2025.241379	2066.827586	2225	2295.862069	4331.793103	2011.793103	1707.965517	1903.931034	2452.137931	1721.344828	3407.103448	1017.344828	2215.482759	1355	3066.965517	1664.724138	1652.103448	2675.482759	1903.448276	2620.931034	5815.068966	5242.310345	2620.655172	2487.275862	2676.517241	2940.103448	3450.275862	3305.551724	1820.37931	3235.517241	3361.310345	3771.37931	4184.827586	2676.517241	2379.827586	3330.413793	1724.896552	1982.965517	5107.517241	2482.206897	2758.206897	2171.137931	2427.896552	3370.034483	1897.758621	1610.862069	1856.241379	1944.172414	2491.344828	1470.827586	5988.758621	2451.241379	1906.344828	2838.62069	5990.034483	2499.137931	1658.862069	1724.551724	1970.793103	3297.482759	2130.310345	1581.724138	4224.37931	1749.689655	1437.413793	1419.793103	1667.275862	3089.241379	2951.793103	2032.137931	1771.068966	6288.586207	1614.137931	1864.241379	1618.931034	1604.344828	4427.206897	1350.137931	1363.37931	5540.689655	3808.172414	2263.103448	2105.206897	3925.275862	2192.689655	5819.310345	1888.206897	1829.62069	1990.586207	1797.517241	3571.034483	2356.517241	1329.068966	3452.551724	1957.655172	1609.448276	3007.068966	6189.758621	1421.482759	1648.655172	1563.137931	3442.103448	1429.689655	1234.827586	1331.551724	1701.103448	2377.172414	1752.896552
Ether lipid metabolism	10.83333333	283.5666667	1.166666667	137.5666667	31.56666667	145.2	12.23333333	98.4	267.6666667	220.0333333	21.4	120.6666667	52.36666667	193.6333333	380.2666667	120.2666667	86.76666667	318.6666667	2.766666667	26.26666667	164.2666667	304.4333333	85.33333333	353.7	101.3666667	341.3666667	7.233333333	288.8	776.0333333	740.9666667	44.33333333	65.3	357.0666667	643.1666667	70.3	98.6	4.8	1.4	50.5	60.46666667	11.36666667	5.9	25.33333333	4.5	219.4666667	148.6666667	9.733333333	0.566666667	32.56666667	9.366666667	103.0666667	874.4	13	21.13333333	9.2	27.66666667	49.83333333	17.86666667	35.16666667	5.533333333	388.8	46.46666667	238.1666667	9.866666667	7.033333333	56.26666667	73.23333333	611.4	59.46666667	7.066666667	29.53333333	225.9	29.6	426.1	0.766666667	48.93333333	12.33333333	190.5	41.1	164.5666667	111.6666667	27.2	135.4	412.0666667	769.3	119.5666667	85.26666667	138.4	251.7333333	410.1666667	107.7333333	59.9	355.7333333	144.2333333	263.2333333	616.4666667	283.3666667	340.7	107.6	5.1	23.2	672.2333333	19.13333333	294.1666667	5.833333333	84.7	211.6	40.3	7.966666667	24.06666667	26.53333333	145.1	18.16666667	832.6666667	41.43333333	13.9	258.7333333	870.4333333	151.8666667	115.6333333	2.1	101.8333333	369.3666667	39.96666667	9.033333333	369	22.56666667	3.866666667	32.1	10.4	30.53333333	212.7666667	20.43333333	15.5	994.8333333	38.33333333	134.6666667	50.63333333	10.4	602.3	18.5	18.7	769.1	54.23333333	7.533333333	54.86666667	328.0333333	126.8	798.3	42.73333333	29.76666667	35.9	76.53333333	543.4333333	46.4	26.86666667	544.4	33.9	9.3	211	682.8	14.66666667	8.066666667	26.16666667	472.4333333	1.366666667	16.06666667	3.566666667	25.53333333	109.1666667	49.33333333
