function	AD01	AD04	AD05	AD07	AD08	AD09	AD10	AD100	AD101	AD102	AD103	AD104	AD105	AD106	AD107	AD108	AD109	AD11	AD110	AD111	AD112	AD113	AD114	AD116	AD118	AD119	AD12	AD120	AD121	AD122	AD123	AD125	AD126	AD127	AD13	AD14	AD16	AD17	AD18	AD19	AD20	AD21	AD22	AD23	AD24	AD25	AD26	AD27	AD29	AD30	AD31	AD32	AD33	AD34	AD35	AD36	AD37	AD40	AD41	AD47	AD50	AD53	AD54	AD55	AD58	AD59	AD60	AD61	AD62	AD63	AD64	AD65	AD66	AD67	AD68	AD69	AD70	AD71	AD74	AD75	AD76	AD77	AD78	AD79	AD80	AD83	AD84	AD85	AD86	AD88	AD89	AD90	AD91	AD92	AD93	AD94	AD96	AD97	AD98	AD99	C01	C02	C03	C05	C07	C08	C09	C10	C11	C12	C13	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C30	C31	C32	C33	C34	C35	C36	C39	C40	C42	C43	C44	C46	C49	C50	C51	C52	C54	C55	C57	C58	C59	C60	C61	C62	C63	C64	C71	C72	C73	C74	C75	C76	C77	C78	C79	C80	C81	C82	C83	C84	C85	C86	C87	C88	Description
map05133	48.3544303797468	1693.67088607595	7.0379746835443	686.26582278481	151.227848101266	617.417721518987	29.5189873417722	154.544303797468	1084.62025316456	1154.21518987342	343.620253164557	499.518987341772	218	691.215189873418	2266.0253164557	201.987341772152	74.1139240506329	1496.6835443038	5.36708860759494	341.101265822785	1305.83544303797	1418.82278481013	413.759493670886	1967	500.569620253165	2021.9746835443	48.3037974683544	867.341772151899	5717.73417721519	4688.18987341772	284.658227848101	359.658227848101	2360.6835443038	2452.96202531646	341.164556962025	445.79746835443	13.3924050632911	3.78481012658228	133.645569620253	55.7341772151899	3.64556962025316	26.8101265822785	73.7594936708861	25.2911392405063	1188.20253164557	541.569620253165	14.2911392405063	1.24050632911392	158.708860759494	3.60759493670886	426.607594936709	6038.01265822785	107.936708860759	25.9367088607595	29.9113924050633	176.620253164557	212.253164556962	69.7848101265823	54.873417721519	165.189873417722	2088.20253164557	64.126582278481	891.025316455696	47.1518987341772	28.8481012658228	21.9620253164557	124.645569620253	1690.32911392405	183.481012658228	33.0253164556962	180.405063291139	947.53164556962	204.26582278481	2643.24050632911	4.41772151898734	170.911392405063	38.7848101265823	1264.59493670886	206.860759493671	397.417721518987	294	367.544303797468	479.46835443038	2694.56962025316	4819.73417721519	262.974683544304	143.151898734177	368.670886075949	986.683544303797	1981.43037974684	701.025316455696	34.3670886075949	1359.40506329114	684.772151898734	934.962025316456	3056	1216.39240506329	951.050632911392	301.645569620253	22.7594936708861	118.126582278481	3131.89873417722	70.2025316455696	1065.22784810127	32.9746835443038	534.683544303797	885.215189873418	113.303797468354	131.164556962025	121.810126582278	137.594936708861	556.037974683544	174.341772151899	3758.59493670886	261.518987341772	63.2784810126582	1198.81012658228	3639.37974683544	801.189873417722	545.949367088608	0.810126582278481	295.607594936709	1550.50632911392	231.177215189873	42.0126582278481	3022.20253164557	53.0759493670886	5.72151898734177	49.8481012658228	25.3037974683544	187.164556962025	1409.77215189873	78.379746835443	246.303797468354	4358.51898734177	218.898734177215	670.987341772152	186.962025316456	101.645569620253	4472.93670886076	91.3417721518987	63.3164556962025	2980.16455696203	317	174.177215189873	252.759493670886	1816.22784810127	912.683544303797	5768.05063291139	81.5189873417721	77.0632911392405	197.455696202532	330.126582278481	1928.50632911392	53.873417721519	36.1392405063291	1843.91139240506	36.2911392405063	75.7088607594937	1087.32911392405	4231.6835443038	108.164556962025	3.20253164556962	84.3417721518987	2057.91139240506	9.12658227848101	72.4936708860759	7	23.9113924050633	384.215189873418	193.139240506329	Human Diseases;Infectious disease: bacterial; Pertussis
map05134	417.911764705882	684.632352941176	677.588235294118	816.705882352941	859.426470588235	884.911764705882	464.897058823529	954.455882352941	844.470588235294	1236.05882352941	640.558823529412	740.794117647059	666.147058823529	1138.05882352941	1043.38235294118	876.617647058824	933.661764705882	1034.91176470588	971.485294117647	976.485294117647	1063.54411764706	1161.72058823529	966.970588235294	1057	1171.69117647059	1145.61764705882	544.205882352941	1383.97058823529	1660.92647058824	1502.11764705882	972.102941176471	854.029411764706	1239.02941176471	1567.47058823529	598.617647058824	589.911764705882	525.132352941176	614.779411764706	605.955882352941	905.102941176471	505.058823529412	524.470588235294	739.941176470588	490.823529411765	833.455882352941	713.426470588235	662.720588235294	701.411764705882	1175.22058823529	1058.70588235294	1047.83823529412	1298.32352941176	1033.39705882353	759.867647058824	806.485294117647	1897.80882352941	891.632352941176	704.073529411765	706.411764705882	747	1231.64705882353	1416.72058823529	1060.11764705882	1015	939.647058823529	770.176470588235	1339.64705882353	1503.16176470588	1002.66176470588	677.308823529412	706.764705882353	1066.20588235294	871.794117647059	1144.97058823529	462.808823529412	898.382352941176	719.911764705882	1079.13235294118	945.647058823529	1025.11764705882	919.779411764706	905.852941176471	1361.97058823529	1565.80882352941	1319.67647058824	905.029411764706	1117.70588235294	1064.20588235294	985.264705882353	1085.64705882353	958.176470588235	1511.42647058824	1164.72058823529	1307.05882352941	1458.08823529412	1185.51470588235	1008.38235294118	1057.39705882353	1435.89705882353	1046.86764705882	836.279411764706	1469.30882352941	1143.66176470588	833.735294117647	797.558823529412	1208.32352941176	883.75	831.779411764706	727.602941176471	724.338235294118	1061.33823529412	1027.63235294118	550.838235294118	1958.63235294118	1160.19117647059	1363.85294117647	1025.66176470588	1746.52941176471	894.411764705882	715.941176470588	591.382352941176	778.735294117647	1103.29411764706	942.544117647059	619.426470588235	937.352941176471	684.411764705882	772.441176470588	549.25	818.970588235294	1122.72058823529	911.970588235294	1200.05882352941	776.588235294118	1794.05882352941	724.647058823529	615.411764705882	638.191176470588	633.867647058824	1196.88235294118	558.294117647059	580.338235294118	1716.25	1295.95588235294	1171.94117647059	785.808823529412	1125.95588235294	904.058823529412	1161.20588235294	762.544117647059	1086.10294117647	902.382352941176	1063.02941176471	910	968.235294117647	726.191176470588	1106.95588235294	722.338235294118	780.529411764706	1242.30882352941	1189.33823529412	765.544117647059	619.029411764706	711.382352941176	1123.89705882353	552.088235294118	518.367647058824	459.794117647059	848.941176470588	866.720588235294	664.897058823529	Human Diseases;Infectious disease: bacterial; Legionellosis
map05142	10.3658536585366	95.3292682926829	81.890243902439	48.7439024390244	11.7439024390244	52.3780487804878	3.91463414634146	95.0853658536585	86.9878048780488	170.963414634146	11.0487804878049	38.5853658536585	3.53658536585366	205	121.756097560976	6.23170731707317	98.6951219512195	113.048780487805	80.8658536585366	2.92682926829268	98.3170731707317	107.890243902439	30.6707317073171	132.5	30.5731707317073	181.5	31.7682926829268	218.329268292683	284.609756097561	272.219512195122	10.5609756097561	24.0609756097561	151.182926829268	233.353658536585	17.6951219512195	36.1341463414634	28.4878048780488	85.8658536585366	118.012195121951	55.8292682926829	50.780487804878	29.2682926829268	90.7682926829268	0.682926829268293	160.426829268293	62.4146341463415	120.243902439024	166.439024390244	168.085365853659	127.80487804878	116.353658536585	318.012195121951	20.5609756097561	1.28048780487805	12.4756097560976	459.80487804878	68.8292682926829	45.4390243902439	10.3536585365854	33.1463414634146	122.012195121951	18.8658536585366	102.365853658537	190.09756097561	3.25609756097561	24.4756097560976	227.80487804878	149.268292682927	180.609756097561	6.1219512195122	9.46341463414634	75.4024390243902	19.6219512195122	157.439024390244	2.78048780487805	17.890243902439	112.975609756098	68.2317073170732	185.646341463415	93.8292682926829	19.1219512195122	23.4878048780488	57.9024390243902	185.073170731707	276.707317073171	20.8780487804878	28.9634146341463	22.5609756097561	148.085365853659	146.90243902439	52.8536585365854	212.219512195122	109.268292682927	52.5487804878049	76.1463414634146	164.743902439024	102.341463414634	126.329268292683	9.90243902439024	261.09756097561	7.25609756097561	244.512195121951	3.74390243902439	74.1463414634146	0.219512195121951	29.5487804878049	65.9756097560976	0.646341463414634	2.54878048780488	1.45121951219512	39.9390243902439	60.1219512195122	2.90243902439024	304.073170731707	92.3536585365854	17.9634146341463	93.719512195122	317.90243902439	46.2560975609756	119.634146341463	2.02439024390244	15.1463414634146	148.646341463415	14.2926829268293	20.0975609756098	242.19512195122	1	1.04878048780488	12.109756097561	1.97560975609756	72.2926829268293	77.3536585365854	8.12195121951219	1.07317073170732	368.182926829268	7.69512195121951	33.5365853658537	16.3780487804878	20.1707317073171	221.378048780488	12.5487804878049	2.29268292682927	273.963414634146	36.6463414634146	35.7073170731707	16.9390243902439	108.951219512195	72.3170731707317	292.682926829268	5.09756097560976	98.4390243902439	9.91463414634146	28.109756097561	118.024390243902	6.07317073170732	5.14634146341463	163.573170731707	0.975609756097561	9.19512195121951	72.4634146341463	248.109756097561	68.0243902439024	29.3658536585366	4.0609756097561	216.890243902439	61.8170731707317	1.42682926829268	3.84146341463415	105.5	33.0975609756098	19.2439024390244	Human Diseases;Infectious disease: parasitic; Chagas disease (American trypanosomiasis)
map05143	27.972972972973	211.27027027027	181.540540540541	109.945945945946	26.027027027027	117.378378378378	26.6756756756757	224.810810810811	192.972972972973	379.189189189189	24.972972972973	86.1621621621622	8.91891891891892	461.216216216216	270.945945945946	14.6756756756757	222.054054054054	251.891891891892	179.216216216216	9.94594594594595	217.891891891892	240.216216216216	68.054054054054	299.081081081081	70.945945945946	406.081081081081	70.4054054054054	497.540540540541	630.918918918919	610.27027027027	27.6486486486486	54.1891891891892	342.891891891892	519.486486486486	40.0540540540541	82.1891891891892	63.3513513513514	193.108108108108	261.540540540541	130.351351351351	119	64.8648648648649	207.378378378378	2.64864864864865	356.864864864865	138.945945945946	268.486486486487	368.864864864865	389.756756756757	285.540540540541	262.054054054054	704.783783783784	47.1081081081081	5.94594594594595	28.2162162162162	1019.02702702703	153.108108108108	100.864864864865	23.4054054054054	79.5135135135135	270.648648648649	43.0810810810811	253.594594594595	421.378378378378	8.08108108108108	80.7567567567568	515.405405405405	330.918918918919	400.675675675676	14.2972972972973	22.9459459459459	174.405405405405	43.7837837837838	349.054054054054	6.16216216216216	48.9189189189189	257.72972972973	151.513513513514	411.432432432432	208.621621621622	49.5945945945946	55.1081081081081	131.513513513514	410.675675675676	614.756756756757	48.9189189189189	65	52.6216216216216	331.567567567568	336.648648648649	120.081081081081	479.189189189189	246.783783783784	118.405405405405	172.27027027027	371.216216216216	230.297297297297	280.540540540541	22.5135135135135	578.72972972973	17.5945945945946	541.972972972973	18.9189189189189	165.27027027027	1.08108108108108	65.8108108108108	146.621621621622	3.32432432432432	7.7027027027027	4.75675675675676	89.8108108108108	133.972972972973	10.4324324324324	674.351351351351	204.675675675676	42.5945945945946	208.756756756757	704.540540540541	104.486486486486	265.297297297297	6.05405405405405	34.5405405405405	331.405405405405	32.2162162162162	44.972972972973	536.837837837838	11.5945945945946	2.78378378378378	26.8378378378378	5.75675675675676	160.432432432432	171.432432432432	18	3.51351351351351	815.972972972973	20.5675675675676	87.1081081081081	38.3783783783784	45.9459459459459	490.891891891892	31.8378378378378	8.43243243243243	607.162162162162	81.2162162162162	79.5675675675676	37.6756756756757	246.081081081081	160.27027027027	648.810810810811	17.1351351351351	219.513513513514	23.4324324324324	62.2972972972973	261.567567567568	27.4324324324324	15.2702702702703	362.513513513513	16.2162162162162	20.6756756756757	161	550.891891891892	152.324324324324	65.2432432432432	13.2972972972973	481.702702702703	137	9.16216216216216	10.9459459459459	235.054054054054	73.5405405405405	44.6756756756757	Human Diseases;Infectious disease: parasitic; African trypanosomiasis
map05145	0.0531914893617021	0.0638297872340425	0.138297872340426	0.106382978723404	1.84042553191489	0.361702127659574	0.138297872340426	2.23404255319149	0	0	0	0.191489361702128	0.138297872340426	0.393617021276596	0.0319148936170213	0.276595744680851	1.70212765957447	3.45744680851064	0.563829787234043	0.24468085106383	0.0212765957446809	0.468085106382979	0	0	1.91489361702128	0.0319148936170213	0.0425531914893617	0.670212765957447	0	1.25531914893617	4.87234042553191	0.0531914893617021	0.457446808510638	0.287234042553192	0.5	0	1.18085106382979	0.0638297872340425	0	0.297872340425532	0.212765957446809	0	0	0	0	0.170212765957447	0	0	0.159574468085106	0.276595744680851	1.02127659574468	0	0.734042553191489	0	0.074468085106383	0	0.25531914893617	0.138297872340426	0.127659574468085	11.2446808510638	0.212765957446809	9.11702127659574	0.0425531914893617	0	0	0.0319148936170213	0.127659574468085	0	0.212765957446809	0.0638297872340425	0.180851063829787	0.138297872340426	1.22340425531915	0	0.627659574468085	0.0638297872340425	0.0425531914893617	0	0	0.138297872340426	0.75531914893617	0.074468085106383	1.58510638297872	1.51063829787234	1.09574468085106	0	1.32978723404255	2.04255319148936	0.127659574468085	0.0212765957446809	0.25531914893617	0	0.553191489361702	0.234042553191489	3.71276595744681	0.0638297872340425	0.074468085106383	1.24468085106383	1.4468085106383	0.180851063829787	0	0	0.148936170212766	0.319148936170213	0.074468085106383	0.531914893617021	0	0.223404255319149	0	0.106382978723404	0.0425531914893617	0	0	0.0531914893617021	0	0	0	0	0.0638297872340425	0	0	0	0.351063829787234	0.0531914893617021	0.074468085106383	0	0	0	0	0.0531914893617021	0	0.223404255319149	0	0	0	0.180851063829787	0.0638297872340425	0.0425531914893617	0.0638297872340425	0	0.127659574468085	0.074468085106383	0.202127659574468	0.712765957446808	0	0	0	0.0531914893617021	0	0	0.51063829787234	0	0	0	1.81914893617021	0.170212765957447	0	0.24468085106383	0	0	0	0.0319148936170213	0	0.074468085106383	2.35106382978723	0	0.138297872340426	0.0957446808510638	1.07446808510638	0	0.127659574468085	Human Diseases;Infectious disease: parasitic; Toxoplasmosis
map05146	31.2222222222222	63.7283950617284	4.8641975308642	36.7037037037037	10.4938271604938	28.3827160493827	19.7654320987654	40.5555555555556	35.1358024691358	119.962962962963	110.827160493827	30.5432098765432	68.0246913580247	46.2962962962963	154.802469135802	38.8024691358025	7.25925925925926	16.6913580246914	0.62962962962963	93.5555555555556	42.9012345679012	48.6913580246914	65.320987654321	75.7283950617284	83.1728395061728	31.8518518518519	39.679012345679	39.5061728395062	218.444444444444	205.691358024691	26.1975308641975	17.5555555555556	78.4320987654321	11.2592592592593	28.1481481481481	6.51851851851852	14.962962962963	28.3703703703704	45.2716049382716	103.185185185185	9.85185185185185	1.55555555555556	14.2469135802469	11.7407407407407	15.0864197530864	4.76543209876543	17.9135802469136	2.08641975308642	48.1975308641975	173.617283950617	41.5925925925926	16.9382716049383	147.506172839506	10.9382716049383	32.1728395061728	1.77777777777778	35.3950617283951	45.9135802469136	14.716049382716	1.67901234567901	109.148148148148	211.79012345679	34.1111111111111	41.3086419753086	10.7654320987654	52.7530864197531	23.9382716049383	28.9876543209877	12.6049382716049	40.4320987654321	19.8641975308642	22.1728395061728	74.2469135802469	141.123456790123	3.04938271604938	62.1975308641975	14.6666666666667	72.6913580246914	34.320987654321	165.061728395062	44.358024691358	116.296296296296	97.5802469135803	72.1481481481482	92.0493827160494	13.1358024691358	20.4814814814815	121.938271604938	27.5185185185185	49.679012345679	32.4444444444444	48.2839506172839	41.037037037037	2.25925925925926	32.2345679012346	272.716049382716	10.3827160493827	167.888888888889	94.679012345679	27.6913580246914	21.9506172839506	9.28395061728395	48.5679012345679	66.2469135802469	7.25925925925926	16.0246913580247	36.679012345679	32.8518518518519	9.5679012345679	68.2222222222222	47.6296296296296	13.9506172839506	44.0493827160494	4.16049382716049	27.5925925925926	11.7530864197531	12.4074074074074	16.8518518518519	75.2345679012346	85.4444444444444	24.6172839506173	52.0740740740741	49.8395061728395	12.6296296296296	22.5679012345679	20.7654320987654	12.9753086419753	18.679012345679	20.4567901234568	12.7777777777778	10.3086419753086	43.0123456790123	3.7037037037037	14.5432098765432	14.5308641975309	28.7283950617284	49.4691358024691	38.8518518518519	21.2222222222222	6.90123456790123	31.1481481481481	16.2098765432099	34.9135802469136	21.8641975308642	58.8395061728395	32.1728395061728	118.469135802469	140	6.61728395061728	24.1851851851852	16.3703703703704	25.2345679012346	6.67901234567901	145.777777777778	43.2839506172839	22.2716049382716	83.8641975308642	22.2469135802469	30.2222222222222	195.62962962963	199.185185185185	15.0123456790123	71.5432098765432	10.6913580246914	4.41975308641975	0.432098765432099	27.6049382716049	23.7777777777778	41.8888888888889	23.3950617283951	47.9753086419753	Human Diseases;Infectious disease: parasitic; Amoebiasis
map05150	34.7121212121212	9.54545454545454	48.1818181818182	5.95454545454545	9.22727272727273	58.5757575757576	90.6060606060606	130.848484848485	126.287878787879	10.7272727272727	50.3333333333333	76.5151515151515	26.0606060606061	43.7727272727273	41.3030303030303	22.1060606060606	187.363636363636	17.0151515151515	2071.06060606061	18.4545454545455	56.7424242424242	13.2424242424242	28.5757575757576	44.8333333333333	110.878787878788	536.075757575758	6.62121212121212	136.545454545455	54.3939393939394	128.863636363636	64.5606060606061	20.4242424242424	248.787878787879	44.3787878787879	6.89393939393939	23.2121212121212	33.2424242424242	111.030303030303	67.9090909090909	101.893939393939	29.4848484848485	0.924242424242424	53.4393939393939	4.25757575757576	11.1818181818182	19.6666666666667	30.4090909090909	85.7424242424242	109.560606060606	17.969696969697	109.257575757576	30.9393939393939	132.166666666667	21.1363636363636	22.1363636363636	23.3787878787879	50.0454545454545	17.3939393939394	72.2575757575758	408.106060606061	216.060606060606	131.80303030303	36.8636363636364	22.4545454545455	11.1969696969697	118.151515151515	116.363636363636	473.378787878788	57.6060606060606	83.2575757575758	12.7424242424242	23.6212121212121	28.9545454545455	9.37878787878788	1067.28787878788	15.0151515151515	93.4090909090909	26.1363636363636	6.86363636363636	179.106060606061	74.6666666666667	38.0606060606061	118.878787878788	149.515151515152	13.2878787878788	123.530303030303	72.469696969697	93.6666666666667	18.9848484848485	52.9393939393939	115.666666666667	67.0606060606061	53.7575757575758	20.4242424242424	188.939393939394	157.969696969697	825.909090909091	437.69696969697	113.530303030303	62.469696969697	146.015151515152	20.6515151515152	12.2121212121212	29.6212121212121	8.57575757575758	59.1212121212121	222	90.3636363636364	211.090909090909	6.95454545454545	28.3484848484848	30.0606060606061	1.27272727272727	3.59090909090909	273.272727272727	105.075757575758	39.1363636363636	10.4545454545455	97.8939393939394	8.22727272727273	16.4545454545455	10.0151515151515	24.4090909090909	34.1363636363636	8.54545454545454	79.6060606060606	22.7424242424242	6.62121212121212	272.878787878788	5.90909090909091	6.22727272727273	80.3939393939394	3.33333333333333	11.7121212121212	17.2575757575758	7.18181818181818	10.3333333333333	7.56060606060606	57.4242424242424	197.909090909091	17.7727272727273	4.83333333333333	33.4242424242424	10.6515151515152	47.2424242424242	25.3333333333333	143.69696969697	24.8030303030303	3.37878787878788	4.33333333333333	22.2575757575758	2.65151515151515	7.48484848484848	565.530303030303	207.69696969697	156.287878787879	279.969696969697	10.6515151515152	1.95454545454545	347.939393939394	27.9393939393939	80.3181818181818	31.469696969697	22.3636363636364	53.1212121212121	817.636363636364	8.3030303030303	10.3787878787879	147.030303030303	51.1969696969697	100.878787878788	Human Diseases;Infectious disease: bacterial; Staphylococcus aureus infection
map05152	254.259541984733	302.045801526718	443.007633587786	513.732824427481	627.557251908397	488.290076335878	311.36641221374	643.022900763359	531.450381679389	739.427480916031	419.580152671756	445.24427480916	420.717557251908	639.832061068702	536.236641221374	494.473282442748	731.213740458015	649.458015267176	851.603053435114	565.564885496183	488.076335877863	696.885496183206	541.839694656489	577.526717557252	599.175572519084	576.290076335878	320.748091603053	840.885496183206	707.106870229008	737.106870229008	586.832061068702	587.114503816794	604.137404580153	972.63358778626	343.847328244275	380.381679389313	289.206106870229	352.526717557252	339.664122137405	495.778625954198	342.274809160305	374.786259541985	405.648854961832	342.801526717557	466.358778625954	403.763358778626	374.213740458015	404.404580152672	653.725190839695	569.679389312977	671.24427480916	613.893129770992	652.870229007634	533.923664122137	447.740458015267	903.351145038168	531.396946564886	409.335877862595	462.63358778626	438.106870229008	603.763358778626	859.610687022901	669.916030534351	605.480916030534	501.984732824427	519.961832061069	735.396946564886	836.106870229008	543.908396946565	408.725190839695	429.748091603053	565.740458015267	460.595419847328	489.167938931298	346.900763358779	511.931297709924	392.610687022901	523.908396946565	526.465648854962	587.740458015267	674.458015267176	548.900763358779	792.664122137405	826.725190839695	545.801526717557	639.015267175572	567.961832061069	569.885496183206	653.137404580153	629.404580152672	641.389312977099	701.81679389313	775.335877862595	698.786259541985	821.198473282443	585.931297709924	684.778625954198	635.045801526718	767.618320610687	568.297709923664	478.961832061069	941.236641221374	614.69465648855	508.511450381679	508.145038167939	528.75572519084	535.526717557252	503.900763358779	426.450381679389	442.229007633588	540.091603053435	563.473282442748	365.618320610687	1104.91603053435	743.93893129771	579.557251908397	560.290076335878	1104.19847328244	481.717557251908	409.236641221374	384.282442748092	457.992366412214	652.702290076336	494.473282442748	397.93893129771	448.450381679389	418.854961832061	369.519083969466	386.778625954198	454.030534351145	725.099236641221	489.541984732824	525.717557251908	560.076335877863	1094.27480916031	398.389312977099	353.671755725191	382.641221374046	414.526717557252	488.435114503817	338.015267175573	336.091603053435	1068.92366412214	855.786259541985	599.740458015267	477.106870229008	636.786259541985	526.480916030534	610.519083969466	473.022900763359	665	471.916030534351	463.687022900763	601.839694656489	618.786259541985	410.343511450382	712	457.343511450382	404.435114503817	540.213740458015	566.839694656489	431.87786259542	403.12213740458	391.175572519084	693.572519083969	373.106870229008	304.106870229008	293.251908396947	510.648854961832	539.36641221374	350.984732824427	Human Diseases;Infectious disease: bacterial; Tuberculosis
map05160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0941176470588235	0.0352941176470588	15.2235294117647	0	0.152941176470588	0	0	1.90588235294118	0	0	0.0470588235294118	0	0	0	0	0	0.952941176470588	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	2.75294117647059	0.0588235294117647	0	0	0	0	0	0	0	0	0	0	0	0.505882352941176	0.305882352941176	0	30.4235294117647	0	0	0	0	0	0	0	0	0	0	0	0	1.43529411764706	0	0	123.682352941176	0	2.38823529411765	4.09411764705882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0470588235294118	0	0	0	0	0	0	0	4.09411764705882	0	0	0	0	0	0.152941176470588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0588235294117647	0	0.247058823529412	0.305882352941176	0	0	0	0	1.21176470588235	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0352941176470588	0	0.741176470588235	0	0	0	0	0	0.141176470588235	0	0	0	1.41176470588235	0	0	0.647058823529412	Human Diseases;Infectious disease: viral; Hepatitis C
map05161	0.0442477876106195	0.0530973451327434	0	0.0884955752212389	1.53097345132743	0.300884955752212	0.115044247787611	1.85840707964602	0	0	0	0.15929203539823	0.115044247787611	0.327433628318584	0.0265486725663717	0.230088495575221	1.41592920353982	2.94690265486726	0.495575221238938	11.6548672566372	0.0176991150442478	0.504424778761062	0	0	3.02654867256637	0.0265486725663717	0.0353982300884956	0.592920353982301	0	1	4.05309734513274	0.0442477876106195	0.380530973451327	0.955752212389381	0.415929203539823	0	0	0.0530973451327434	0	0.247787610619469	0.176991150442478	0	0	0	0	0.141592920353982	0.601769911504425	0	0.132743362831858	0.230088495575221	2.3716814159292	0.0442477876106195	0.238938053097345	0	0.0619469026548673	0	0.0442477876106195	0.115044247787611	0.0530973451327434	0	0.176991150442478	7.58407079646018	0.0353982300884956	0.380530973451327	0.230088495575221	0.0265486725663717	22.9911504424779	0	0.176991150442478	0.0530973451327434	0.150442477876106	0.115044247787611	1.01769911504425	0	0.0176991150442478	0.0530973451327434	0.0353982300884956	0	0	1.19469026548673	0.628318584070796	0.0619469026548673	94.353982300885	1.25663716814159	2.70796460176991	3.07964601769911	1.10619469026549	1.69911504424779	0.106194690265487	0.0176991150442478	0.212389380530973	0	0.371681415929204	0	2.2212389380531	0.0530973451327434	0.0619469026548673	0	0.150442477876106	0.150442477876106	0	0.0353982300884956	0.123893805309735	0.265486725663717	0.0619469026548673	0.442477876106195	0	0.185840707964602	0	3.16814159292035	0.0353982300884956	0	0	0.0442477876106195	0	0.115044247787611	0	0	0.0530973451327434	0	0	0	0.292035398230089	0.0442477876106195	0.0619469026548673	0	0	0	0	0.0442477876106195	0	0.185840707964602	0	0.0442477876106195	0	0.336283185840708	0.283185840707965	0.0353982300884956	0.0530973451327434	0	0.106194690265487	0.973451327433628	0.168141592920354	0.592920353982301	0	0	0	0	0	0	0.424778761061947	0	0	0	1.51327433628319	0.168141592920354	0	0.761061946902655	0	0	0	0.0265486725663717	0	0.168141592920354	1.95575221238938	0	0.115044247787611	1.14159292035398	0.893805309734513	0	0.592920353982301	Human Diseases;Infectious disease: viral; Hepatitis B
map05162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0714285714285714	0.0267857142857143	11.5535714285714	0	0.116071428571429	0	0	1.44642857142857	0	0	0.0357142857142857	0	0	0	0	0	0.723214285714286	0	0	0	0	0	0	0	0	0	0	0	0	0.607142857142857	0	0	0	2.08928571428571	0.0446428571428571	0	0	0	0	0	0	0	0	0	0	0	0.383928571428571	0.232142857142857	0	23.0892857142857	0	0	0	0	0	0	0	0	0	0	0	0	1.08928571428571	0	0	93.8660714285714	0	1.8125	3.10714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0357142857142857	0	0	0	0	0	0	0	3.10714285714286	0	0	0	0	0	0.116071428571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0446428571428571	0	0.1875	0.232142857142857	0	0	0	0	0.919642857142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0267857142857143	0	0.5625	0	0	0	0	0	0.107142857142857	0	0	0	1.07142857142857	0	0	0.491071428571429	Human Diseases;Infectious disease: viral; Measles
map05163	0.0260416666666667	0.03125	0	0.0520833333333333	0.901041666666667	0.177083333333333	0.0677083333333333	1.09375	0	0	0	0.09375	0.0677083333333333	0.192708333333333	0.015625	0.135416666666667	0.833333333333333	1.69270833333333	0.276041666666667	0.119791666666667	0.0104166666666667	0.229166666666667	0	0	0.9375	0.015625	0.0208333333333333	0.328125	0	0.588541666666667	2.38541666666667	0.0260416666666667	0.223958333333333	0.140625	0.244791666666667	0	0	0.03125	0	0.145833333333333	0.104166666666667	0	0	0	0	0.0833333333333333	0	0	0.078125	0.135416666666667	0.177083333333333	0	0.140625	0	0.0364583333333333	0	0.0260416666666667	0.0677083333333333	0.03125	0	0.104166666666667	4.46354166666667	0.0208333333333333	0	0	0.015625	0.0625	0	0.104166666666667	0.03125	0.0885416666666667	0.0677083333333333	0.598958333333333	0	0.0104166666666667	0.03125	0.0208333333333333	0	0	0.0677083333333333	0.369791666666667	0.0364583333333333	0.776041666666667	0.739583333333333	0.536458333333333	0	0.651041666666667	1	0.0625	0.0104166666666667	0.125	0	0.21875	0	1.30729166666667	0.03125	0.0364583333333333	0	0.0885416666666667	0.0885416666666667	0	0	0.0729166666666667	0.15625	0.0364583333333333	0.260416666666667	0	0.109375	0	0.0520833333333333	0.0208333333333333	0	0	0.0260416666666667	0	0	0	0	0.03125	0	0	0	0.171875	0.0260416666666667	0.0364583333333333	0	0	0	0	0.0260416666666667	0	0.109375	0	0	0	0.0885416666666667	0.03125	0.0208333333333333	0.03125	0	0.0625	0.0364583333333333	0.0989583333333333	0.348958333333333	0	0	0	0	0	0	0.25	0	0	0	0.890625	0.0833333333333333	0	0.119791666666667	0	0	0	0.015625	0	0.0364583333333333	1.15104166666667	0	0.0677083333333333	0.046875	0.526041666666667	0	0.0625	Human Diseases;Infectious disease: viral; Human cytomegalovirus infection
