OTU	Kingdom	Phylum	Class	Order	Family	Genus	Species
7a2875fa2779432a85bc2663b1cd0ed3	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Escherichia-Shigella
11b2f87e82dd12f68a98472558c5052b	Bacteria	 Firmicutes	 Clostridia	 Monoglobales	 Monoglobaceae	 Monoglobus
6f45d8685d66fad0b084508867386899	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Dialister	 Dialister_invisus
c6fb2035b37373282e37d128e2c9c5dc	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Ruminococcus	 Ruminococcus_callidus
a35c630bc999af8e984363b3f2265700	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Coriobacteriaceae	 Collinsella	 Collinsella_tanakaei
054540768f09a2a30a03216d43f3a628	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 UCG-010	 UCG-010
e4998c8da98afcebc05d9ef591405b33	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae	 Flavonifractor
16c2db3944f0997465c732e95ec4f0cd	Bacteria	 Firmicutes	 Clostridia	 Peptostreptococcales-Tissierellales	 Peptostreptococcales-Tissierellales	 Tepidimicrobium	 Clostridium_sp.
fdea2df32864f30ff0d4e7d4a096de70	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
990ca7dc83ec1f7499b25325f985cce0	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Tannerellaceae	 Parabacteroides
aa95feae95b44a2d2634f890a44f2adb	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
0dea7be1e56d386113c1ba0044285af7	Bacteria	 Actinobacteriota	 Actinobacteria	 Micrococcales	 Micrococcaceae	 Rothia
b45d5a69568a95d2c9166b9b2f5134de	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Escherichia-Shigella
f2bb4837665be3e267c8c0b506dd3531	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Megasphaera
ffb3bf7b7c32855e8d622314660e1a37	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae	 Colidextribacter
bf54ac2dd76b41afdc5250953c465160	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
256be972b926805a388d725317376315	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
a9fb6c06ed691c214e5470c4826ce39a	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella
0544adcf9134726b738b0c308ce7511e	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 CAG-56	 uncultured_bacterium
57d2d1462e802e5b321d2a8f5d08b225	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides
a7ddf63141d0efe70a40c3a9741410b4	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Candidatus_Soleaferrea	 Ruminococcaceae_bacterium
ffbdf279238897066d7893e8c8afd109	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella
05d757dba88ddd1e1e4e9974857a2b09	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Lachnospiraceae_FCS020_group	 uncultured_organism
77c40f52ef7968ba8fa93eb2000a051a	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 UCG-010	 UCG-010	 unidentified
fb3a1838e4556844efebeb418e436360	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	 Streptococcus_anginosus
a5b69f125c8e15c8b470bd65ffa241c1	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Carnobacteriaceae	 Granulicatella
2015bd81848f07ada19a63370d44da4f	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Subdoligranulum
2dbfae7250efa55031d863ee039b5949	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Sutterellaceae	 Parasutterella
67a2a733f2d4b78ea8405714faab1d32	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Tannerellaceae	 Parabacteroides
7850aa8599e2bf9adc01c282adbe068d	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia
e618daff655b7bb6c1fc4582c4691b0e	Bacteria	 Firmicutes	 Clostridia	 Christensenellales	 Christensenellaceae	 Christensenellaceae_R-7_group
b52cd8c186d511e8e4bad72d8bfbf0ed	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelatoclostridiaceae	 Coprobacillus
cc465b18f37cb7e609cff5ba5ed2bffe	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Negativibacillus	 uncultured_organism
4d539086e7a31168c562feef200f5d6c	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelatoclostridiaceae	 Erysipelatoclostridium
fed30d6b474008c8c2cd39c47126f7b9	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus
d59eb92ad1cea014dba32c409a075aff	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Veillonella
d3ccc56d4467f27008f7b71b2d9d91d0	Bacteria	 Actinobacteriota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Bifidobacterium
dd02f804940382946d4440c6797873d9	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides
7fd6a8fd06f07f444172e3789e19d84a	Bacteria	 Firmicutes	 Clostridia	 Christensenellales	 Christensenellaceae	 Christensenellaceae_R-7_group	 uncultured_spirochete
44096941dbfe59d7ed96f5c3dd113f02	Bacteria	 Actinobacteriota	 Actinobacteria	 Actinomycetales	 Actinomycetaceae	 Actinomyces	 Schaalia_odontolytica
47d74904a190fe918c6eea86295320d2	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides_massiliensis
cb6506c42d97648eb12918af2c5c1746	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Dialister	 uncultured_bacterium
8d86ca2f2e17e82e2f5e94f580e02019	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia
4cd70a8021bd1c622bdb433fbe32c2ab	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Leuconostocaceae	 Leuconostoc	 Leuconostoc_lactis
ce7cc0aa3d6a0b34126c07470200a950	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Lachnospira
f684347f6c1a5dcf941c4c17be9dfb8d	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Sutterellaceae	 Sutterella	 Sutterella_wadsworthensis
5c8f872fa1f2a457fc63f385c25785db	Bacteria	 Firmicutes	 Clostridia	 Clostridia_UCG-014	 Clostridia_UCG-014	 Clostridia_UCG-014
6351664476d4605fd80f784f84174909	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales
7d2fc2b946841c563ec6d3e95fda8cc3	Bacteria	 Patescibacteria	 Saccharimonadia	 Saccharimonadales	 Saccharimonadaceae	 Saccharimonadaceae	 uncultured_bacterium
0d7fac247b47c48a650f5a483045dcf2	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Escherichia-Shigella
c46310c8c0a3b408171d5b6ce42e2692	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides_uniformis
5189f2fe8fe31512c4d6a5856d2a7329	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Eggerthellaceae	 Paraeggerthella
8dc998690c208848dc6a884219d1d78b	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae	 UCG-002
5c7cd4afe047a1fa454b6a815a951c2f	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Veillonella
56490c15c9b0fdcccb01063f1052cfa3	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae
074c02ca7d07664ac88c648f213ea5a0	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Subdoligranulum
e23e6e753f8771cd5e00282399b8e86b	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 [Eubacterium]_hallii_group
acd8e9fbf3ac9220d789d9a7950c4fab	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella
af92d8a9d6d14a3c545d0b3ffc566a7a	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 [Eubacterium]_hallii_group	 uncultured_bacterium
793bae7e5d876155ef4476eb95f0a997	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Eisenbergiella
f6c1ac90d4271df44b5cc3a1d912dd7a	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
7caf4c771ffca635bdacc99aae26dfb3	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Eggerthellaceae	 Slackia
5bdaabeeef5c55e77e810779e0696a78	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Anaerotruncus	 Anaerotruncus_sp.
87e78246820b532cd7477daab3b52ad9	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides
b24ef5fe8c1ad555a6db6fb7800398d1	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides
9ae8035b08f84fc7679c2b25973dc01d	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Subdoligranulum
b4dba10e10429ca35c466ea72712efcb	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia
4b92df24728a200dd0bdf03324b0cdac	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelatoclostridiaceae	 Erysipelatoclostridium	 bacterium_ic1391
bfe955217e280358f618970550121edb	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides
781430c159ecc011923a6d1e212e1a96	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Eggerthellaceae	 Senegalimassilia	 uncultured_bacterium
3359b72af1fdf95d62d519f2c6af65b1	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 uncultured	 uncultured_Ruminococcus
971b21a4116398b8dddba2578fcc3fa0	Bacteria	 Firmicutes	 Clostridia	 Peptostreptococcales-Tissierellales	 Anaerovoracaceae	 Family_XIII_AD3011_group
0601f0c6c668697216f6e9ce93128b7d	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Faecalibacterium
520887a54cc76670a5f7f2e64a8a651b	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Rikenellaceae	 Alistipes	 Alistipes_finegoldii
949c6df4c30050173ec51fdfff3301ba	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
39b365b0c0ce4c0e1165fd6da67ec3a1	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus
66938301665655de90b8b7c7a6e6acb6	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Selenomonadaceae	 Megamonas	 Megamonas_funiformis
e71c82c8a94bb0061a709c90f9e24eb8	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae
e76cacd3c9e345b7bce0cafc4e9a469d	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Paludicola	 uncultured_bacterium
01efacbd7b1e92170c7c7bd5a95918aa	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Escherichia-Shigella
8f2c8ae34a82d8c05a1d58f9b8ae9a66	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Eisenbergiella
d5a59ea6eee1a9147d5835d82b862e0c	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Marinifilaceae	 Butyricimonas
16b6ea483c9ec4fa4226d14761f98610	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Rikenellaceae	 Alistipes
b311cb65ad9dfb4d95c410d2a00c1911	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides
858239ae0480d03a1c4022da23ebc160	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
073da91cc54d7a78ce0fd199750e5603	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Tannerellaceae	 Parabacteroides
0fb65b97cfcb0d59dfb10e73fc2e6e32	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Enterococcaceae	 Enterococcus
3a2e84529949060743db3e340cfee803	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
a5fe6968c0577299ddc726b4a0ad1278	Bacteria	 Firmicutes	 Clostridia	 Christensenellales	 Christensenellaceae	 Christensenellaceae_R-7_group
b599369e76a73675adaa6a8770a912f7	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 [Eubacterium]_coprostanoligenes_group	 [Eubacterium]_coprostanoligenes_group
86a0b66df5a9da19e7524f940914f7bf	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Eggerthellaceae	 CHKCI002	 uncultured_bacterium
f329209d1a0b4597a4532f68300b12b5	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 [Eubacterium]_coprostanoligenes_group	 [Eubacterium]_coprostanoligenes_group
20913612f7b9c432e4a1ab21ab4b6104	Bacteria	 Firmicutes	 Negativicutes	 Acidaminococcales	 Acidaminococcaceae	 Phascolarctobacterium
c9b5704af2008b392c6765a1e601ff7b	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Rikenellaceae	 Alistipes
d064ff5b9dcd8d9993232598a698a027	Bacteria	 Desulfobacterota	 Desulfovibrionia	 Desulfovibrionales	 Desulfovibrionaceae	 Desulfovibrio
cc177cccacb4658c5b5ecbef4d3797a7	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Tannerellaceae	 Parabacteroides
9c3a36e55f4ee12d7aab56595f6764a6	Bacteria	 Actinobacteriota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Bifidobacterium
1fb6da3053c51de1ce8b5b8d754bbd6c	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelotrichaceae	 Holdemania
a39e5a5df530cdeb7fbc7f48ffc9d076	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae
fef4a37f1f4d24a6c91f5caf8fbaa33d	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Rikenellaceae	 Alistipes	 Alistipes_obesi
6af296968782de06fe253680c50c5df6	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Roseburia
6f264405ae9f5fe90320f91a615cfcc3	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Atopobiaceae	 Olsenella	 Olsenella_sp.
05d429713db038fa66aa06f0a08f84d9	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Ruminococcus	 Ruminococcus_bicirculans
5059b313e5a38a3743984aec7e0716b0	Bacteria	 Actinobacteriota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Bifidobacterium
091ce4dbaba63f963358fcfac4be461b	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae	 UCG-005
40adf74782a549572599789a69b78344	Bacteria	 Actinobacteriota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Bifidobacterium
d50b9c5bf40397a411c56e54a33ea23c	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Veillonella
18ee316a6b1e456253437908a45763ca	Bacteria	 Firmicutes	 Clostridia	 Christensenellales	 Christensenellaceae	 Christensenellaceae_R-7_group
44536e7d859312677ce835c0cb53eeca	Bacteria	 Firmicutes	 Bacilli	 Staphylococcales	 Gemellaceae	 Gemella
649cbde488806ce5d18474b8b181e9c1	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia
b3d8bb945e0850460f74ac71cebc3ecd	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Faecalibacterium
dd605b93c280c3705147c55e6de27827	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 UCG-010	 UCG-010
b60ac7a9b11e30d54a7ccb0f09316113	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Roseburia
84d3c8ea7826ba9d7a1f06741efc5fc7	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Tannerellaceae	 Parabacteroides
57f8ec7ffbead79d59d12ebc45c82dc2	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia
2af476270553eced4995d904584bfd12	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae	 UCG-002
685ea7b241c4a4d9cb215051998af076	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides_plebeius
d8af28a9ba3b7889d9e6ac64ef59dc39	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
d71a332139ba298d3a4c02fa85483882	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Anaeroglobus	 Anaeroglobus_geminatus
38551d71a4fe11826dd633e7e4f53d4a	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
ee012a9e0340fa0eaab317ffc41e05fe	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Paraprevotella	 Paraprevotella_xylaniphila
9710ba1f3be2b4b6efbf06b9feccfc7a	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia
ec098ad12ef2923b449a01762462578b	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Lactococcus
ee609c8a49fca84fff7aa028d9a195c3	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella
6c20f1b2c627ffe458a8e9d6d7a9c93c	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
31c8d82793b64b8813034f0ebd64ded3	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae	 uncultured
29f75425e17c611e49f9bcd464d6c339	Bacteria	 Fusobacteriota	 Fusobacteriia	 Fusobacteriales	 Fusobacteriaceae	 Fusobacterium
1e08e8f0abd43abf3d41e2ddcae91423	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
a44ca24d494d9e46eed349359cb3f7cd	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
87560ef579dddf62fe90428a8883861b	Bacteria	 Actinobacteriota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Bifidobacterium	 Bifidobacterium_dentium
2f97492ef9c9571e2e76166dde9d64eb	Bacteria	 Firmicutes	 Bacilli	 Staphylococcales	 Gemellaceae	 Gemella
5e438bb807e7c504a58ad347c43ecc82	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Escherichia-Shigella
e2c6d4bc7becad9b4c42ccbdf856a547	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Carnobacteriaceae	 Granulicatella
b5b19c228bb0fa8553d6f33a91c2f3de	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium_sensu_stricto_1
fd2aa0ac463588c67f0eb6f497238747	Bacteria	 Firmicutes	 Clostridia	 Christensenellales	 Christensenellaceae	 Christensenella	 Christensenella_minuta
d6ea62a0445b591f413737047c7c37f3	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Agathobacter
f28e46829202e2c9321343907dbf2cf7	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae
d9dc94eda8cf1d2c283009f6a3e4532e	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Tannerellaceae	 Parabacteroides
83d2ea8bc983ef054aab1147e8ba23a9	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella
26226fe787fb615017e9aa0d92bcabfd	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Klebsiella
0a809120745a8dacbc47531143b28401	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
dd9fbbd35ec97fc7f95543d7cd9d4bfd	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
d41abec8d316932f46608cc72099ac1e	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 uncultured
bdde94230cdb9003c144358924b28dae	Bacteria	 Firmicutes	 Clostridia	 Christensenellales	 Christensenellaceae	 Christensenellaceae_R-7_group
911ad53f2eac18603c07c00f17be2dfc	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 Muribaculaceae	 uncultured_bacterium
f8adac730903ee4e1032402865ba58c3	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium_sensu_stricto_1
3d48874183df65f00f253cf68234e2ca	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Paraprevotella
44eb603ac11f6bad4a83878080a29a69	Bacteria	 Firmicutes	 Clostridia	 Peptostreptococcales-Tissierellales	 Peptostreptococcales-Tissierellales	 Ezakiella
d75937f3688f74942c8b34c7a58c694c	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus
3636a8b270b2ceb727331d3dfba9f17f	Bacteria	 Actinobacteriota	 Actinobacteria	 Actinomycetales	 Actinomycetaceae	 Actinomyces	 Schaalia_odontolytica
33c7307ced1f93c9e992a124b6c83f70	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia
885a1689d41a7253eb62cb6e0ab97aea	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides
17207fb6c0cb06ef110d1a454b63012f	Bacteria	 Firmicutes	 Clostridia	 Eubacteriales	 Eubacteriaceae	 Eubacterium
f047aa1950d5df8c5f644fc3e0816c7a	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae	 Intestinimonas	 Intestinimonas_butyriciproducens
54173cdcf50cda810bfaea6f938b57af	Bacteria	 Firmicutes	 Clostridia	 Peptostreptococcales-Tissierellales	 Peptostreptococcaceae	 Romboutsia
2378f8c1e9a8cf9ad8b39bce9ccbe8cb	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella	 uncultured_Prevotella
b2e3ca61649c535cfcaffb8b105727bf	Bacteria	 Firmicutes	 Clostridia	 Peptostreptococcales-Tissierellales	 Anaerovoracaceae	 Family_XIII_AD3011_group	 uncultured_bacterium
026fd0f9968c3b4d58c95e6bc2739ff4	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Shuttleworthia	 uncultured_bacterium
b6668619b50d2a202adb6468ebe973ba	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 [Ruminococcus]_torques_group
7ae03a18d63036d08fd1f63feae522d5	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 CAG-352	 uncultured_bacterium
360a769fc10a50578005f21573b49924	Bacteria	 Firmicutes	 Clostridia	 Monoglobales	 Monoglobaceae	 Monoglobus
5770b3a19c84177d128e3e705a64a1e7	Bacteria	 Firmicutes	 Clostridia	 Christensenellales	 Christensenellaceae	 Christensenellaceae_R-7_group
5eef00790981b0d46785848fb0c41a77	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
bf51277fc250d0027512309725ff074f	Bacteria	 Actinobacteriota	 Actinobacteria	 Micrococcales	 Micrococcaceae	 Rothia
a0bded2b30070209e19bcdc9d47d2081	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 [Ruminococcus]_torques_group	 uncultured_Clostridiales
6f1df96d9701bf12ca78de7f46dfeae4	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium_sensu_stricto_1
a636020522cd9afba294bf437d712b1f	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Verrucomicrobiales	 Akkermansiaceae	 Akkermansia	 uncultured_bacterium
a77e708951114ffb7af2549792904934	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus
1aa42597314f2f24d0432def708c360a	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 [Eubacterium]_coprostanoligenes_group	 [Eubacterium]_coprostanoligenes_group	 human_gut
ee95ef310ca0ac1af99b20c373e69b6b	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Butyricicoccaceae	 Butyricicoccus
bfe9726fb5629f9e96b2160176fbeb52	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Tannerellaceae	 Parabacteroides
9ee06c215230cf8ff30e79f42875f878	Bacteria	 Firmicutes	 Clostridia	 Peptostreptococcales-Tissierellales	 Peptostreptococcales-Tissierellales	 Murdochiella	 Murdochiella_asaccharolytica
deb6b4495010674c5ece6687ab07ac12	Bacteria	 Patescibacteria	 Saccharimonadia	 Saccharimonadales	 Saccharimonadaceae	 Saccharimonadaceae
a015429e0827026dec502b2d23eda969	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Incertae_Sedis	 uncultured_bacterium
74e3e814e1b66126889ed6540862937d	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 [Ruminococcus]_gauvreauii_group	 bacterium_ic1296
51d797506449773b65286eb52548d52f	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium_sensu_stricto_1
32d1b8c1e13d30df0aaa7f3d5db08681	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 [Eubacterium]_ventriosum_group
95a0547d2da7b3875152e9552068472e	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
5fd2d1c29329f13af163b09b5c2d1853	Bacteria	 Synergistota	 Synergistia	 Synergistales	 Synergistaceae	 Cloacibacillus	 Cloacibacillus_evryensis
