OTU	Kingdom	Phylum	Class	Order	Family	Genus	Species
727253876e70f6f635727e33c414a199	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Allisonella	 uncultured_bacterium
08ebdd3de85c89c2ab4212cc9b046782	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia
b19741e92bb3f8ca40d490c8e816431e	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Faecalibacterium
55c49ba6ebc8dbb67e5924f274142827	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Subdoligranulum	 uncultured_bacterium
ef5af48ec2b6c023c5de28c59cb08a40	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	 Streptococcus_mutans
97d5ed404ba83dcbaa164b1b8aa01d57	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales
8c219e274e15785d2e19be3a606d2b54	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Dialister	 uncultured_bacterium
7a2b980b7743728a8e2650e822570f44	Bacteria	 Firmicutes	 Clostridia	 Peptostreptococcales-Tissierellales	 Peptostreptococcaceae	 Romboutsia
d1cf1d11d3e2b5a8fe82b718b6fadc2d	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae	 uncultured	 Clostridium_sp.
4d68f1b3f706ef89175359f0216199f3	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Lachnoclostridium	 [Clostridium]_aldenense
169a87692b19db5f13f986e8c33f673d	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
9fbfb54c984ffe746d723b008223cebc	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
1f80f7f0af7f1293cc25a1ea07e5586f	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae
a79603bb90824ed6e253837fe96c6c49	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides_plebeius
3a635b5a10aa7451089bc73c72236e5c	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
cb5f8081c5accbca911af961e4bc2401	Bacteria	 Fusobacteriota	 Fusobacteriia	 Fusobacteriales	 Fusobacteriaceae	 Fusobacterium
57bab9df7394498748730d8b1613bf45	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 [Eubacterium]_fissicatena_group
a3d8762b2c203a316e4b3349d687f1e3	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
bde0171101998eec0c81b2b62848a1a5	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus
73b9a313c153726841a55e295f19bdb5	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus
4246d6359de249fbc08244b60beb8271	Bacteria	 Patescibacteria	 Saccharimonadia	 Saccharimonadales	 Saccharimonadales	 Saccharimonadales	 Candidatus_Saccharibacteria
baf606097182bd5a45092f1e17285a7b	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae
32455248f323ccf1db4ce7b77e3ce901	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelotrichaceae	 Solobacterium	 uncultured_organism
89021a1d695afd19d0158179aa9d1b5e	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 Muribaculaceae	 uncultured_bacterium
544bdbfbed9a11965f1b4457b4c00d1c	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae	 Intestinimonas
c1cf5e11e0501a75e640b31b9c566747	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae
a389e3721e77c14b113655ffdade95ef	Bacteria	 Firmicutes	 Clostridia	 Christensenellales	 Christensenellaceae	 Christensenellaceae_R-7_group
d41fa902b07f08a4929e50c0eb0bd1c4	Bacteria	 Firmicutes	 Clostridia	 Peptostreptococcales-Tissierellales	 Peptostreptococcales-Tissierellales	 Anaerococcus
4020df7deec186db39e3dfad22abfa46	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotellaceae_NK3B31_group	 uncultured_organism
3678d26eb8e3fd26e603acd051347085	Bacteria	 Firmicutes	 Clostridia	 Peptostreptococcales-Tissierellales	 Peptostreptococcales-Tissierellales	 Finegoldia	 uncultured_bacterium
f9c0d23ed5120f50cb33ba4af69d24ef	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Lachnospiraceae_UCG-003	 uncultured_bacterium
e10b7d06d436aafd9c70141469476a07	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Tannerellaceae	 Parabacteroides
7c1392372060c82f91782245f7b90595	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides_clarus
5a5487cfa28476bc1231e24e68e8aaad	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia
0f075bdb307f908a681f2356e806b741	Bacteria	 Firmicutes	 Clostridia	 Peptostreptococcales-Tissierellales	 Anaerovoracaceae	 [Eubacterium]_nodatum_group	 unidentified
5b5f11100dc97bddf8af7b5f254b13f9	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Butyricicoccaceae	 Butyricicoccus
2fbd3634e0158306b8bce16dd492abdd	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Paraprevotella	 uncultured_bacterium
5e0256988126fb436eb44db4124ecf61	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Subdoligranulum
1e3a83cdb1a5a2ede18c593a97c20337	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
f674778ad4f6d705a269ff2985b23f5e	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Barnesiellaceae	 Barnesiella
c309c5de1bc33d058b30316c97635d5b	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus
f7a2b0a839e050f7351cb32ba94dad94	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 [Eubacterium]_coprostanoligenes_group	 [Eubacterium]_coprostanoligenes_group
9db82b21d1c5175ea24add33bbd06786	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Eggerthellaceae	 Slackia
78dd4e635205a6651806b78ed2e04e12	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Atopobiaceae	 Atopobium
6f0b8755e1cd33dc7a4b44f595408a7d	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides
9cda306bfa89b41598d23c5f3b44784b	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 [Eubacterium]_siraeum_group
ae3d54aeb046f9850348d558f3ad2a12	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 Muribaculaceae	 uncultured_bacterium
d0687e3bb2e81fd62a420f6d441fbfcd	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Defluviitaleaceae	 Defluviitaleaceae_UCG-011	 uncultured_bacterium
5f942c4e7ccfe02229b958c9d4d0a8e0	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Megasphaera
6874aee2fe020d281d2660ff4c6de652	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella
b267c2625d16fc396062cc00dd4a6ad4	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Tannerellaceae
53e1de6ce8e4776f971217acb11c543e	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Megasphaera
a8555ff1db5b53bc2e9d589fe9ce0b30	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus
540f7fd75c1a93d0a9070cfb4a111f8f	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella
9e2ec8de363d164887c8a90122cfe9b7	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides
701a3b717e15f0c22b17a989e3fd807a	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
3c81266577d1fa34d82d8f5159bc391f	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Coriobacteriaceae	 Collinsella
1e29e9509d4b7980a0651275af18e280	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
47dc2f3cb6005dc3fb6c796743593b19	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Klebsiella
3708e7c4fea50f2d4b0338d9b5773615	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia
6fa6e4bf1fb3bd8322f7653d390487cc	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae
1e41f84ab5b2ceccf754cd489f32f8d5	Bacteria	 Firmicutes	 Negativicutes	 Acidaminococcales	 Acidaminococcaceae	 Phascolarctobacterium
0620ba014f97384271d2238266026fbd	Bacteria	 Firmicutes	 Negativicutes	 Acidaminococcales	 Acidaminococcaceae	 Phascolarctobacterium
e7de2b6f0fdb632a8d73abf82cf204f8	Bacteria	 Firmicutes	 Clostridia	 Monoglobales	 Monoglobaceae	 Monoglobus
713deddc215b157e5f8ff8bbbbf037b8	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides
088877ad68faabfbab81c359b99b4644	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
005dbb8378342d9d2deb124098918cdc	Bacteria	 Actinobacteriota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Bifidobacterium
8e5b84dcbc738d004995e37ef8fb41c0	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Marinifilaceae	 Butyricimonas	 Butyricimonas_virosa
673379cd9d82317b181de0b060da4477	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Lactococcus	 Lactococcus_garvieae
697828d4daf583d1bf57def00ebcdb2b	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Paraprevotella
7b9cafe60e45bfc1f84712279045bdc0	Bacteria	 Firmicutes	 Clostridia	 Clostridia_UCG-014	 Clostridia_UCG-014	 Clostridia_UCG-014
af3909edeceab197f554e240fe97af83	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Rikenellaceae	 Alistipes	 Alistipes_inops
b2317178600911964414bf4110638852	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 uncultured	 uncultured	 uncultured_bacterium
1bb3bd631dada839f93de85d501aeadd	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia
365d40757b7a146d54fb57f51f28657c	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides_plebeius
9dd938e29e47ffb26d47432b4513c184	Bacteria	 Firmicutes	 Clostridia	 Peptostreptococcales-Tissierellales	 Anaerovoracaceae	 Family_XIII_AD3011_group	 uncultured_Eubacterium
b39bf987d84525bab97862c32ea7a13c	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Faecalibacterium
6b3627d9edaf6b9b30dc30c2bcd893c4	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
7842a433c5c0271371dba64a011c2d4b	Bacteria	 Firmicutes	 Clostridia	 Peptostreptococcales-Tissierellales	 Anaerovoracaceae	 Family_XIII_UCG-001	 uncultured_bacterium
045f365fcd436456af7d86bfa195361a	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae	 UCG-005
2a0cc8cff17eae5402c2ccb58311588f	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae
5859efabe044b513d29a3e998263800d	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Anaerostipes	 Anaerostipes_caccae
0968d1591fc1e301e4a872e2d7cdc336	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Lachnoclostridium
02e1e971506b265659c0f5bf758c24b7	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Lachnospiraceae_UCG-010	 uncultured_organism
9f32c34ac80c28101d8d58d0b17ddd9a	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Dialister	 uncultured_bacterium
4ad63c105d36e09846762d0b5bdfcbd3	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 CAG-352	 uncultured_bacterium
2d246f881119e010f12030e936fb6401	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Faecalibacterium
013294676ede34c290a25d5da1d2540d	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides_uniformis
689af271b822f0aacf28c2da4f43cb3c	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia
2f0237ec232d7b1fcf56095e4ee6a2a5	Bacteria	 Actinobacteriota	 Actinobacteria	 Actinomycetales	 Actinomycetaceae	 Actinomyces	 Schaalia_odontolytica
d0aadeaa89c366f31ccff2aca9bec600	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Butyricicoccaceae	 Butyricicoccus
d7bc6294fdb0d8d313caa642b8ef9cb6	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides_fragilis
f01bfd892254227ec1085c9f7579e12b	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Lachnoclostridium	 [Clostridium]_hylemonae
3849a087df9ee1a30d05d6464cae2049	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Subdoligranulum
3e96cab439013c80a2a42c21711b2aa8	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Incertae_Sedis
27460ebd5ca1194ad683c271dadf51b2	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides_stercoris
2dd3d28b8bcefe0b263b3d6caf8b29a6	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Megasphaera	 Megasphaera_elsdenii
23fcfa313d296c4f63803a333e6acb85	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 GCA-900066575
ddf8c140c0dc12be5d69696cdddb91e0	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae	 UCG-002
b63160ce9a40399735fc54217006845d	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Anaerostipes
9900b6c195c1ad973ff940899caa0828	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia
62d615d4097d32a1939a404af1ee1796	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium_sensu_stricto_1
86811aaf2b7c619fd054b4ab9efb50cb	Bacteria	 Actinobacteriota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Scardovia	 Scardovia_wiggsiae
b61ab877a65a7d6819bd4ac9c60edb91	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Moryella	 human_gut
ee47c66f3abd609932073701f2ef5ff6	Bacteria	 Patescibacteria	 Saccharimonadia	 Saccharimonadales	 Saccharimonadaceae	 Saccharimonadaceae	 uncultured_bacterium
e14873c10af4c3fb7a068f0d96a98f23	Bacteria	 Firmicutes	 Clostridia	 Christensenellales	 Christensenellaceae	 Christensenellaceae_R-7_group
943b6182fabfe1d061b8b5a78dd03ba2	Bacteria	 Actinobacteriota	 Actinobacteria	 Actinomycetales	 Actinomycetaceae	 Actinomyces	 Schaalia_odontolytica
16a32f028dd2cc5d730154539ce59a4d	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Butyricicoccaceae	 Butyricicoccus	 uncultured_bacterium
48c4d052f583df75ea127433436b7693	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Hungatella	 uncultured_bacterium
105344b0b04df4d06036c8c91f439255	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia
e4329192f0432026a7880d0c1f5f9531	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Eggerthellaceae	 Adlercreutzia	 uncultured_bacterium
63ea5663c70acdd1afa5139d271a9703	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella	 Prevotella_stercorea
9074f51d1a99bc06656e8d1edf08f297	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Faecalibacterium
8262409c9f2ed3cf94b0209869a1d9e1	Bacteria	 Actinobacteriota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Bifidobacterium
96ba99eec37f2d42cc195f69bd88904b	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides_vulgatus
d128e997b56ce0ce09ed7d6e3c95d219	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 [Eubacterium]_coprostanoligenes_group	 [Eubacterium]_coprostanoligenes_group
49e8b73402c877b12f27f68834112f7e	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Dialister
eee86a1e48f160528f3ee39b32cccaf1	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 Muribaculaceae	 uncultured_bacterium
d21a6953c570cdadf948cba94fbcc4b1	Bacteria	 Firmicutes	 Clostridia	 Monoglobales	 Monoglobaceae	 Monoglobus	 uncultured_bacterium
4d73e64623860d4ac7fc52b694a4bd2b	Bacteria	 Firmicutes	 Clostridia	 Christensenellales	 Christensenellaceae	 Christensenellaceae_R-7_group
c2182c5e5a155555e0514b788cf764de	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae	 Colidextribacter
2197529c00245f32775934255fe76c72	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Subdoligranulum
36ff7bf96de50d5dec05e244a8c30409	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelatoclostridiaceae	 Erysipelatoclostridium	 [Clostridium]_spiroforme
a4aa07cf0e5a12d6c6165691affc8002	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides
fdc3bf140d3db7278c74e23032af27d4	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
8ff4b703b883458daeacfb28a62eb141	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus
e61ddce12d1e1a1a2588530087b9e2a2	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelotrichaceae	 Faecalitalea
681ec2d8054ba08b1ab98468fcf35c5a	Bacteria	 Actinobacteriota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Bifidobacterium
ece441388439d020aaaec8efec9fe31f	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Incertae_Sedis	 Clostridium_jeddahense
fd17abff9540ff5eac53f965859c4883	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Tannerellaceae	 Parabacteroides
1ab77431f7fc061a9c02074248bff023	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 [Ruminococcus]_gnavus_group
a044f0034923d477504b6c43fad82ca2	Bacteria	 Actinobacteriota	 Actinobacteria	 Actinomycetales	 Actinomycetaceae	 Actinomyces	 Schaalia_turicensis
bdf543ea4fa5928a5d1353013f67c38b	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae	 NK4A214_group
853a438e9feedfd343d0aeedbbf59574	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 [Eubacterium]_coprostanoligenes_group	 [Eubacterium]_coprostanoligenes_group
cfe3214a0e37583d6a910e2c4edb52f8	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pasteurellales	 Pasteurellaceae	 Haemophilus
4830e6a9fa45982d993cb4558350c8cc	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus
55a05a46aac392e077eae6aba7a7f44c	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia
8794e1db374457e6091da0728db51c70	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Coriobacteriaceae	 Collinsella
e0a1c66cfb302a38fbcb319e6644ac36	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Tannerellaceae	 Parabacteroides
8e56e3f202f852125ea19512e4808fc8	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Butyricicoccaceae	 Butyricicoccus
8e2895039c9a22ad217feda1c6d5ea9d	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae	 UCG-005
c613d4022c77d4390bbcd76df5ad12aa	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Marinifilaceae	 Odoribacter	 Odoribacter_splanchnicus
615ef1abe9dff77a80919380e5e4610f	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium_sensu_stricto_13	 Clostridium_sp.
e0b8623661c77a3b31c077ef97cfc23f	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium_sensu_stricto_1
d4c6d7b820e4b1c135e183d4987e9e4d	Bacteria	 Actinobacteriota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Bifidobacterium
c047195c633283444b05fc86b1f2e37c	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia
35096332c35f91fe1eb4e858c6341c29	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides_plebeius
4d45cb85b4ddabe00205a8b178cff3eb	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides
9970348d9735ef82d7ab94488fc960ff	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 [Clostridium]_methylpentosum_group	 [Clostridium]_methylpentosum_group	 [Clostridium]_methylpentosum
27a4d22aa8af3c39ec8a33f140047abe	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Rikenellaceae	 Alistipes
ae8b236e437e2c1c1039d3f877bd2590	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides
3e8379736f1e8466c77b91217ef15d39	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
ee9018e9bbb0a316f2fd02a76e10cff3	Bacteria	 Desulfobacterota	 Desulfovibrionia	 Desulfovibrionales	 Desulfovibrionaceae	 Desulfovibrio	 bacterium
119e51e38e589ed2462a6199598f66da	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelotrichaceae	 Merdibacter	 uncultured_bacterium
8878a0465f5d22d1c56917fe650a7df3	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium_sensu_stricto_1	 Clostridium_paraputrificum
09d98f924cd0269bae7c230c693c2e66	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
156f8cc53f5507559a7cb50aaae5ef4f	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Roseburia	 gut_metagenome
51a6285eda821d0081935019356d3fee	Bacteria	 Actinobacteriota	 Actinobacteria	 Actinomycetales	 Actinomycetaceae	 Actinomyces	 Schaalia_odontolytica
507a0f1ab69dd17964cf852b396c8f91	Bacteria	 Firmicutes	 Clostridia	 Peptostreptococcales-Tissierellales	 Anaerovoracaceae	 Family_XIII_AD3011_group
579e9f310a9af120240da11971db915a	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Coriobacteriaceae	 Collinsella
4094e0eaa5fed9d96cac745a0c0b0323	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Faecalibacterium
b6e52c74e408bcf8d49afe994fdcf359	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
cafe3e1470fa41376f7a69ccd3920984	Bacteria	 Firmicutes	 Clostridia	 Peptostreptococcales-Tissierellales	 Anaerovoracaceae	 [Eubacterium]_brachy_group	 uncultured_bacterium
4c26122c36a3b0688b42e762f2f4ba40	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 [Ruminococcus]_torques_group
504ed665cfed3860d555fb3ea7d420b3	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 uncultured
82c06c4872b0276ade262c511653e68b	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
0c7e34b3f516cbcf84bb645dae7120a3	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium_sensu_stricto_1
0d06a450c03532b357a578d3466b2eed	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Barnesiellaceae	 Barnesiella
93124eb70333647a7f935ae7ab27a593	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Rikenellaceae	 Alistipes	 Alistipes_indistinctus
9cdd06e4c33c58bbb4e46a743fd15c5b	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Eggerthellaceae	 Enterorhabdus	 uncultured_bacterium
1abc35555624a2599d513dbcfb79080c	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Eggerthellaceae	 Eggerthella
ea48528db6d84e6d18bca2d4bc2eed34	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 [Eubacterium]_coprostanoligenes_group	 [Eubacterium]_coprostanoligenes_group
f51d9f310a6b219ce2348bccb775a142	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Marvinbryantia
e73b60c99c36351c3616b0ffc24acf14	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Incertae_Sedis
da7125b25a294757ee6c5e4909a181c1	Bacteria	 Firmicutes	 Clostridia	 Christensenellales	 Christensenellaceae	 Christensenellaceae_R-7_group	 uncultured_prokaryote
de326415d7da08cec9a721520eee87f5	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia
13f7a1ef880f3b73eeffa18951ffe96f	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus
9f9493991b883eb11d96d367d7d9f367	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Allisonella	 uncultured_bacterium
